ID, gill attachment, gill spacing, gill size, gill color
6440,f,c,n,b
6441,f,c,n,b
6442,f,c,n,b
6443,f,c,n,b
6444,f,c,n,b
6445,f,c,n,b
6446,f,c,n,b
6447,f,c,n,b
6448,f,c,n,b
6449,f,c,n,b
6450,f,w,b,g
6451,f,c,n,b
6452,f,c,n,b
6453,f,c,n,b
6454,f,c,n,b
6455,f,c,n,b
6456,f,c,n,b
6457,f,c,n,b
6458,f,c,n,b
6459,f,c,n,b
6460,f,c,n,b
6461,f,c,n,b
6462,f,c,n,b
6463,f,c,n,b
6464,f,c,n,b
6465,f,c,n,b
6466,f,c,n,b
6467,f,c,n,b
6468,f,c,n,b
6469,f,c,n,b
6470,f,c,n,b
6471,f,c,n,b
6472,f,c,n,b
6473,f,c,n,b
6474,f,c,n,b
6475,f,c,n,b
6476,f,c,n,b
6477,f,c,n,b
6478,f,c,n,b
6479,f,c,n,b
6480,f,c,n,b
6481,f,c,n,b
6482,f,c,n,b
6483,f,c,n,b
6484,f,c,n,b
6485,f,c,n,b
6486,f,c,n,b
6487,f,c,n,b
6488,f,c,n,b
6489,f,c,n,b
6490,f,c,n,b
6491,f,c,n,b
6492,f,c,n,b
6493,f,c,n,b
6494,f,c,n,b
6495,f,c,n,b
6496,f,c,n,b
6497,f,c,n,b
6498,f,c,n,b
6499,f,c,n,b
6500,f,c,n,b
6501,f,c,n,b
6502,f,c,n,b
6503,f,c,n,b
6504,f,c,n,b
6505,f,c,n,b
6506,f,c,n,b
6507,f,c,n,b
6508,f,c,n,b
6509,f,c,n,b
6510,f,w,b,p
6511,f,c,n,b
6512,f,c,n,b
6513,f,c,n,b
6514,f,c,n,b
6515,f,c,n,b
6516,f,c,n,b
6517,f,c,n,b
6518,f,w,b,p
6519,f,c,n,b
6520,f,c,n,b
6521,f,c,n,b
6522,f,c,n,b
6523,f,c,n,b
6524,f,c,n,b
6525,f,c,n,b
6526,f,c,n,b
6527,f,c,n,b
6528,f,c,n,b
6529,f,c,n,b
6530,f,c,n,b
6531,f,w,b,p
6532,f,c,n,b
6533,f,c,n,b
6534,f,c,n,b
6535,f,c,n,b
6536,f,c,n,b
6537,f,c,n,b
6538,f,c,n,b
6539,f,c,n,b
6540,f,c,n,b
6541,f,c,n,b
6542,f,c,n,b
6543,f,c,n,b
6544,f,c,n,b
6545,f,c,n,b
6546,f,c,n,b
6547,f,c,n,b
6548,f,c,n,b
6549,f,c,n,b
6550,f,c,n,b
6551,f,c,n,b
6552,f,c,n,b
6553,f,c,n,b
6554,f,c,n,b
6555,f,c,n,b
6556,f,c,n,b
6557,f,c,n,b
6558,f,c,n,b
6559,a,c,b,n
6560,f,c,n,b
6561,f,c,n,b
6562,f,c,n,b
6563,f,c,n,b
6564,f,c,n,b
6565,f,c,n,b
6566,f,c,n,b
6567,f,c,n,b
6568,f,c,n,b
6569,f,c,n,b
6570,f,c,n,b
6571,f,c,n,b
6572,f,c,n,b
6573,f,c,n,b
6574,f,c,n,b
6575,f,c,n,b
6576,f,c,n,b
6577,f,c,n,b
6578,f,c,n,b
6579,f,c,n,b
6580,f,c,n,b
6581,f,c,n,b
6582,f,c,n,b
6583,f,c,n,b
6584,f,c,n,b
6585,f,c,n,b
6586,f,c,n,b
6587,f,c,n,b
6588,f,c,n,b
6589,f,c,n,b
6590,f,c,n,b
6591,f,c,n,b
6592,f,c,n,b
6593,f,c,n,b
6594,f,c,n,b
6595,f,c,n,b
6596,f,c,n,b
6597,f,c,n,b
6598,f,c,n,b
6599,f,c,n,b
6600,f,w,b,p
6601,f,c,n,b
6602,f,c,n,b
6603,f,c,n,b
6604,f,c,n,b
6605,f,c,n,b
6606,f,c,n,b
6607,f,c,n,b
6608,f,c,n,b
6609,f,c,n,b
6610,f,c,n,b
6611,f,c,n,b
6612,f,c,n,b
6613,f,c,n,b
6614,f,c,n,b
6615,f,c,n,b
6616,f,c,n,b
6617,f,c,n,b
6618,f,c,n,b
6619,f,c,n,b
6620,f,c,n,b
6621,f,c,n,b
6622,f,c,n,b
6623,f,c,n,b
6624,f,c,n,b
6625,f,c,n,b
6626,f,c,n,b
6627,f,c,n,b
6628,f,c,n,b
6629,f,c,n,b
6630,f,c,n,b
6631,f,c,n,b
6632,f,c,n,b
6633,f,c,n,b
6634,f,c,n,b
6635,f,c,n,b
6636,f,c,n,b
6637,f,c,n,b
6638,f,c,n,b
6639,f,c,n,b
6640,f,c,n,b
6641,f,c,n,b
6642,f,c,n,b
6643,f,c,n,b
6644,f,c,n,b
6645,f,c,n,b
6646,f,c,n,b
6647,f,c,n,b
6648,f,c,n,b
6649,f,c,n,b
6650,f,c,n,b
6651,f,c,n,b
6652,f,c,n,b
6653,f,c,n,b
6654,f,c,n,b
6655,f,c,n,b
6656,f,c,n,b
6657,f,c,n,b
6658,f,c,n,b
6659,f,c,n,b
6660,f,c,n,b
6661,f,w,b,p
6662,f,c,n,b
6663,f,c,n,b
6664,a,c,b,o
6665,f,c,n,b
6666,f,c,n,b
6667,f,c,n,b
6668,f,c,n,b
6669,a,c,b,w
6670,f,c,n,b
6671,f,c,n,b
6672,f,c,n,b
6673,f,c,n,b
6674,f,c,n,b
6675,f,c,n,b
6676,f,c,n,b
6677,f,c,n,b
6678,f,c,n,b
6679,f,c,n,b
6680,f,c,n,b
6681,f,c,n,b
6682,f,c,n,b
6683,f,c,n,b
6684,f,c,n,b
6685,f,c,n,b
6686,f,c,n,b
6687,f,c,n,b
6688,f,c,n,b
6689,f,c,n,b
6690,f,c,n,b
6691,f,c,n,b
6692,f,c,n,b
6693,f,c,n,b
6694,f,c,n,b
6695,f,c,n,b
6696,f,c,n,b
6697,f,c,n,b
6698,f,c,n,b
6699,f,c,n,b
6700,f,c,n,b
6701,f,c,n,b
6702,f,c,n,b
6703,f,c,n,b
6704,f,c,n,b
6705,f,c,n,b
6706,f,c,n,b
6707,f,c,n,b
6708,f,c,n,b
6709,f,c,n,b
6710,f,c,n,b
6711,f,c,n,b
6712,f,c,n,b
6713,f,c,n,b
6714,f,c,n,b
6715,f,c,n,b
6716,f,c,n,b
6717,f,c,n,b
6718,f,c,n,b
6719,f,c,n,b
6720,f,c,n,b
6721,f,c,n,b
6722,f,c,n,b
6723,f,c,n,b
6724,f,c,n,b
6725,f,c,n,b
6726,f,c,n,b
6727,f,c,n,b
6728,f,c,n,b
6729,f,c,n,b
6730,f,c,n,b
6731,f,c,n,b
6732,f,c,n,b
6733,f,c,n,b
6734,f,c,n,b
6735,f,c,n,b
6736,f,c,n,b
6737,f,c,n,b
6738,f,c,n,b
6739,f,c,n,b
6740,f,c,n,b
6741,f,c,n,b
6742,f,c,n,b
6743,f,c,n,b
6744,f,c,n,b
6745,f,w,b,g
6746,f,c,n,b
6747,f,c,n,b
6748,f,c,n,b
6749,f,c,n,b
6750,f,c,n,b
6751,f,c,n,b
6752,f,c,n,b
6753,f,w,b,w
6754,f,c,n,b
6755,f,c,n,b
6756,f,c,n,b
6757,f,c,n,b
6758,f,c,n,b
6759,f,c,n,b
6760,f,c,n,b
6761,f,c,n,b
6762,f,c,n,b
6763,f,w,b,p
6764,a,c,b,y
6765,f,c,n,b
6766,f,c,n,b
6767,f,c,n,b
6768,f,c,n,b
6769,f,c,n,b
6770,f,c,n,b
6771,f,c,n,b
6772,f,c,n,b
6773,f,c,n,b
6774,f,c,n,b
6775,f,w,b,g
6776,f,c,n,b
6777,f,c,n,b
6778,f,c,n,b
6779,f,c,n,b
6780,f,c,n,b
6781,f,c,n,b
6782,f,c,n,b
6783,f,c,n,b
6784,f,c,n,b
6785,f,c,n,b
6786,f,c,n,b
6787,f,c,n,b
6788,f,c,n,b
6789,f,c,n,b
6790,f,c,n,b
6791,f,c,n,b
6792,f,c,n,b
6793,f,c,n,b
6794,f,c,n,b
6795,f,c,n,b
6796,f,c,n,b
6797,f,c,n,b
6798,f,c,n,b
6799,f,c,n,b
6800,f,c,n,b
6801,f,c,n,b
6802,f,c,n,b
6803,f,c,n,b
6804,f,c,n,b
6805,f,c,n,b
6806,f,c,n,b
6807,f,c,n,b
6808,f,c,n,b
6809,f,c,n,b
6810,f,c,n,b
6811,f,c,n,b
6812,f,c,n,b
6813,f,c,n,b
6814,f,c,n,b
6815,f,c,n,b
6816,f,c,n,b
6817,f,c,n,b
6818,f,c,n,b
6819,f,c,n,b
6820,f,c,n,b
6821,f,c,n,b
6822,f,c,n,b
6823,f,c,n,b
6824,f,c,n,b
6825,f,c,n,b
6826,f,c,n,b
6827,f,c,n,b
6828,f,w,b,w
6829,f,c,n,b
6830,f,c,n,b
6831,f,c,n,b
6832,f,c,n,b
6833,f,c,n,b
6834,f,c,n,b
6835,f,c,n,b
6836,f,c,n,b
6837,f,c,n,b
6838,f,c,n,b
6839,f,c,n,b
6840,f,c,n,b
6841,f,c,n,b
6842,f,c,n,b
6843,f,c,n,b
6844,f,c,n,b
6845,f,c,n,b
6846,f,c,n,b
6847,f,c,n,b
6848,f,c,n,b
6849,f,c,n,b
6850,a,c,b,n
6851,f,c,n,b
6852,f,c,n,b
6853,f,c,n,b
6854,f,c,n,b
6855,f,c,n,b
6856,f,c,b,w
6857,f,c,n,b
6858,f,c,n,b
6859,f,c,n,b
6860,f,c,n,b
6861,f,w,b,g
6862,f,c,n,b
6863,f,c,n,b
6864,f,c,n,b
6865,f,c,n,b
6866,f,c,n,b
6867,f,c,n,b
6868,f,c,n,b
6869,f,c,n,b
6870,f,c,n,b
6871,f,c,n,b
6872,f,c,n,b
6873,f,c,n,b
6874,f,c,n,b
6875,f,c,n,b
6876,f,c,n,b
6877,f,c,n,b
6878,f,c,n,b
6879,f,c,n,b
6880,f,c,n,b
6881,f,c,n,b
6882,f,c,n,b
6883,f,c,n,b
6884,f,c,n,b
6885,f,w,b,w
6886,f,c,n,b
6887,f,c,n,b
6888,f,c,n,b
6889,f,c,n,b
6890,f,c,n,b
6891,f,c,n,b
6892,f,c,n,b
6893,f,c,n,b
6894,f,c,n,b
6895,f,c,n,b
6896,f,c,n,b
6897,f,c,n,b
6898,f,c,n,b
6899,f,c,n,b
6900,f,c,n,b
6901,a,c,b,n
6902,f,c,n,b
6903,f,c,n,b
6904,f,c,n,b
6905,f,c,b,w
6906,a,c,b,n
6907,f,w,b,w
6908,f,w,b,g
6909,f,c,n,b
6910,f,c,n,b
6911,a,c,b,o
6912,f,c,n,b
6913,f,w,n,y
6914,f,c,n,b
6915,f,w,b,g
6916,f,c,n,b
6917,f,c,n,b
6918,f,c,n,b
6919,f,c,n,b
6920,f,c,n,b
6921,f,w,b,w
6922,f,c,n,b
6923,f,c,n,b
6924,f,c,n,b
6925,f,w,b,p
6926,f,c,n,b
6927,f,c,n,b
6928,a,c,b,o
6929,f,c,b,w
6930,f,c,n,b
6931,f,c,n,b
6932,f,c,n,b
6933,f,w,b,w
6934,f,c,n,b
6935,f,c,n,b
6936,f,c,n,b
6937,f,c,n,b
6938,f,w,b,p
6939,f,w,b,p
6940,f,c,n,b
6941,f,c,n,b
6942,f,c,b,w
6943,f,c,n,b
6944,f,c,n,b
6945,f,c,n,b
6946,a,c,b,w
6947,f,c,n,b
6948,f,c,n,b
6949,f,c,n,b
6950,f,c,n,b
6951,f,c,n,b
6952,f,c,n,b
6953,f,w,b,w
6954,f,c,n,b
6955,f,c,n,b
6956,f,c,n,b
6957,f,c,n,b
6958,f,c,n,b
6959,f,w,b,g
6960,f,c,n,b
6961,f,c,n,b
6962,f,c,n,b
6963,f,c,n,b
6964,f,c,n,b
6965,f,c,n,b
6966,f,c,n,b
6967,f,c,n,b
6968,f,c,b,w
6969,f,c,n,b
6970,f,c,n,b
6971,f,c,b,w
6972,f,c,n,b
6973,f,c,n,b
6974,f,c,n,b
6975,f,c,n,b
6976,f,w,b,w
6977,f,c,n,b
6978,f,c,n,b
6979,f,c,n,b
6980,f,c,n,b
6981,f,c,n,b
6982,f,c,n,b
6983,f,c,n,b
6984,f,c,n,b
6985,f,c,b,w
6986,f,c,n,b
6987,f,c,n,b
6988,f,c,n,b
6989,f,c,n,b
6990,a,c,b,n
6991,f,w,b,p
6992,f,c,b,y
6993,f,c,n,b
6994,f,c,n,b
6995,a,c,b,y
6996,f,c,n,b
6997,f,c,n,b
6998,f,w,b,p
6999,f,w,b,w
7000,a,c,b,y
7001,f,c,n,b
7002,f,c,n,b
7003,f,c,n,b
7004,f,w,b,w
7005,f,w,b,g
7006,f,w,b,p
7007,f,c,n,b
7008,f,c,n,b
7009,f,w,b,w
7010,f,w,b,g
7011,f,c,n,b
7012,f,w,b,g
7013,f,c,n,b
7014,f,c,n,b
7015,f,c,n,b
7016,f,w,b,p
7017,f,w,b,w
7018,f,c,n,b
7019,f,c,n,b
7020,f,w,b,g
7021,f,w,b,g
7022,f,c,n,b
7023,f,c,b,w
7024,f,c,n,b
7025,f,c,n,b
7026,a,c,b,y
7027,a,c,b,n
7028,f,c,n,b
7029,f,c,n,b
7030,f,c,n,b
7031,f,c,n,b
7032,f,c,n,b
7033,f,w,b,g
7034,a,c,b,o
7035,f,c,b,w
7036,f,w,b,g
7037,a,c,b,n
7038,a,c,b,y
7039,f,c,n,b
7040,f,w,b,p
7041,f,w,b,g
7042,a,c,b,o
7043,f,c,n,b
7044,f,c,n,b
7045,f,c,n,b
7046,f,c,n,b
7047,f,w,b,p
7048,f,c,n,b
7049,f,c,n,b
7050,f,c,n,b
7051,f,w,b,w
7052,a,c,b,y
7053,f,c,n,b
7054,f,c,n,b
7055,a,c,b,o
7056,f,c,n,b
7057,f,c,n,b
7058,f,c,n,b
7059,f,c,n,b
7060,f,c,n,b
7061,f,c,n,b
7062,f,c,n,b
7063,f,c,n,b
7064,f,c,b,w
7065,f,c,n,b
7066,a,c,b,w
7067,f,c,n,b
7068,f,w,b,g
7069,f,c,n,b
7070,f,c,n,b
7071,f,c,n,b
7072,f,c,n,b
7073,f,c,n,b
7074,f,c,b,w
7075,f,c,n,b
7076,f,c,n,b
7077,f,c,n,b
7078,f,c,n,b
7079,f,c,n,b
7080,a,c,b,y
7081,f,c,n,b
7082,f,c,n,b
7083,f,c,n,b
7084,f,c,n,b
7085,f,c,n,b
7086,f,c,n,b
7087,f,w,b,w
7088,f,c,n,b
7089,f,c,n,b
7090,f,w,b,g
7091,a,c,b,n
7092,f,c,b,w
7093,f,c,n,b
7094,f,c,n,b
7095,f,c,n,b
7096,f,c,n,b
7097,f,c,n,b
7098,f,c,n,b
7099,f,w,b,g
7100,f,c,n,b
7101,a,c,b,y
7102,f,c,n,b
7103,f,c,n,b
7104,f,w,b,p
7105,f,c,n,b
7106,f,c,n,b
7107,f,c,n,b
7108,f,c,n,b
7109,f,c,n,b
7110,f,c,n,b
7111,f,w,b,w
7112,a,c,b,w
7113,f,c,n,b
7114,f,c,n,b
7115,f,c,n,b
7116,f,c,n,b
7117,f,c,b,w
7118,f,c,n,b
7119,f,c,n,b
7120,f,w,b,w
7121,f,c,n,b
7122,f,c,n,b
7123,f,c,n,b
7124,f,w,b,w
7125,f,c,n,b
7126,f,c,n,b
7127,f,c,n,b
7128,f,c,n,b
7129,a,c,b,n
7130,f,c,n,b
7131,f,c,n,b
7132,f,c,n,b
7133,f,c,n,b
7134,a,c,b,o
7135,f,w,b,p
7136,a,c,b,n
7137,f,w,b,p
7138,f,c,n,b
7139,f,c,n,b
7140,f,c,n,b
7141,f,c,n,b
7142,f,w,b,p
7143,f,c,n,b
7144,f,w,b,p
7145,f,c,n,b
7146,f,c,n,b
7147,f,c,b,w
7148,f,c,n,b
7149,f,c,n,b
7150,f,c,n,b
7151,f,c,n,b
7152,f,c,n,b
7153,f,c,n,b
7154,f,w,b,w
7155,f,c,n,b
7156,f,c,n,b
7157,f,c,n,b
7158,f,c,n,b
7159,f,w,b,g
7160,f,c,n,b
7161,f,c,n,b
7162,f,c,n,b
7163,f,w,b,w
7164,f,c,n,b
7165,f,c,n,b
7166,f,c,n,b
7167,f,c,b,y
7168,f,w,b,g
7169,f,c,n,b
7170,f,c,n,b
7171,f,w,b,p
7172,f,c,n,b
7173,f,c,n,b
7174,a,c,b,y
7175,f,c,n,b
7176,f,c,n,b
7177,a,c,b,n
7178,f,c,n,b
7179,f,c,n,b
7180,f,c,n,b
7181,f,c,n,b
7182,f,c,b,w
7183,a,c,b,n
7184,f,w,b,g
7185,f,c,n,b
7186,f,w,b,w
7187,f,c,n,b
7188,f,c,n,b
7189,a,c,b,o
7190,f,c,n,b
7191,f,c,n,b
7192,f,c,n,b
7193,f,c,n,b
7194,f,c,n,b
7195,f,c,n,b
7196,f,c,b,w
7197,f,c,n,b
7198,f,c,n,b
7199,f,c,n,b
7200,f,c,n,b
7201,f,w,b,w
7202,f,c,n,b
7203,f,w,b,p
7204,f,c,n,b
7205,f,w,b,p
7206,a,c,b,y
7207,f,c,n,b
7208,f,c,n,b
7209,f,w,b,g
7210,f,c,n,b
7211,f,c,n,b
7212,f,w,b,g
7213,f,c,n,b
7214,f,c,n,b
7215,f,c,n,b
7216,f,c,n,b
7217,f,c,n,b
7218,f,w,b,g
7219,f,c,n,b
7220,f,c,n,b
7221,f,w,b,w
7222,a,c,b,y
7223,f,w,b,g
7224,f,c,n,b
7225,f,c,n,b
7226,f,c,n,b
7227,f,w,b,p
7228,f,c,n,b
7229,a,c,b,n
7230,f,w,b,w
7231,f,c,b,y
7232,f,w,b,g
7233,f,c,n,b
7234,a,c,b,o
7235,f,w,b,w
7236,a,c,b,n
7237,f,w,b,p
7238,f,c,n,b
7239,f,c,n,b
7240,a,c,b,n
7241,f,c,n,b
7242,f,c,n,b
7243,f,c,n,b
7244,f,c,n,b
7245,a,c,b,y
7246,f,w,b,w
7247,a,c,b,o
7248,f,c,n,b
7249,f,c,n,b
7250,f,c,n,b
7251,f,c,n,b
7252,a,c,b,n
7253,f,c,n,b
7254,a,c,b,o
7255,f,c,n,b
7256,f,w,b,p
7257,f,c,n,b
7258,f,c,n,b
7259,f,w,b,g
7260,f,c,n,b
7261,f,w,b,w
7262,f,c,n,b
7263,f,c,n,b
7264,f,w,b,p
7265,f,c,n,b
7266,a,c,b,w
7267,f,w,b,w
7268,f,c,n,b
7269,f,c,n,b
7270,f,c,n,b
7271,f,w,b,g
7272,f,w,b,p
7273,f,c,n,b
7274,f,w,b,g
7275,f,c,n,b
7276,f,c,n,b
7277,f,w,b,w
7278,f,c,n,b
7279,f,w,b,w
7280,f,c,n,b
7281,f,w,b,w
7282,a,c,b,n
7283,f,c,n,b
7284,f,c,n,b
7285,f,w,b,w
7286,a,c,b,y
7287,f,c,n,b
7288,f,c,n,b
7289,f,c,n,b
7290,f,c,n,b
7291,a,c,b,o
7292,f,c,n,b
7293,f,c,b,w
7294,f,w,b,w
7295,f,c,n,b
7296,f,w,n,y
7297,f,c,n,b
7298,f,c,n,b
7299,f,c,n,b
7300,a,c,b,o
7301,f,c,b,w
7302,f,w,b,p
7303,f,c,n,b
7304,f,c,n,b
7305,f,c,n,b
7306,f,w,b,w
7307,a,c,b,n
7308,f,c,n,b
7309,f,c,n,b
7310,f,w,b,g
7311,f,c,n,b
7312,f,w,b,g
7313,f,c,n,b
7314,f,c,n,b
7315,f,w,b,p
7316,f,w,b,g
7317,f,c,n,b
7318,f,c,n,b
7319,f,c,n,b
7320,f,w,b,p
7321,f,c,n,b
7322,f,c,n,b
7323,f,c,n,b
7324,f,c,b,y
7325,f,c,n,b
7326,a,c,b,o
7327,f,c,n,b
7328,a,c,b,y
7329,f,w,b,g
7330,f,w,b,p
7331,f,c,n,b
7332,f,c,n,b
7333,f,c,n,b
7334,f,c,n,b
7335,f,w,b,g
7336,f,w,b,p
7337,f,c,b,w
7338,f,c,n,b
7339,f,c,n,b
7340,f,c,n,b
7341,f,c,n,b
7342,f,c,n,b
7343,f,c,b,y
7344,f,c,n,b
7345,f,w,b,g
7346,f,c,n,b
7347,f,w,b,p
7348,f,c,n,b
7349,f,c,n,b
7350,f,w,b,p
7351,f,w,b,p
7352,f,c,n,b
7353,a,c,b,n
7354,f,c,b,w
7355,f,w,b,g
7356,f,c,n,b
7357,f,c,n,b
7358,f,c,n,b
7359,f,w,b,p
7360,f,w,b,p
7361,f,c,b,w
7362,f,w,b,w
7363,f,c,n,b
7364,f,c,n,b
7365,f,c,n,b
7366,f,c,n,b
7367,a,c,b,o
7368,f,w,n,w
7369,a,c,b,w
7370,f,c,n,b
7371,f,c,b,w
7372,f,c,n,b
7373,f,w,b,g
7374,f,w,b,p
7375,f,c,n,b
7376,a,c,b,o
7377,a,c,b,o
7378,f,c,b,w
7379,f,w,b,g
7380,f,c,n,b
7381,f,c,n,b
7382,f,c,n,b
7383,f,c,n,b
7384,f,c,n,b
7385,f,c,n,b
7386,f,w,b,w
7387,f,c,b,y
7388,f,c,n,b
7389,a,c,b,o
7390,f,c,n,b
7391,f,w,b,w
7392,f,w,b,p
7393,f,c,n,b
7394,f,c,n,b
7395,f,c,n,b
7396,f,c,n,b
7397,f,c,n,b
7398,f,c,n,b
7399,f,w,b,p
7400,f,c,n,b
7401,f,w,b,g
7402,f,w,n,y
7403,f,c,n,b
7404,f,c,n,b
7405,f,w,b,g
7406,a,c,b,n
7407,f,c,n,b
7408,a,c,b,o
7409,f,c,n,b
7410,f,c,n,b
7411,f,c,n,b
7412,f,w,b,p
7413,a,c,b,n
7414,a,c,b,y
7415,f,c,n,b
7416,f,c,b,w
7417,f,w,b,w
7418,f,c,n,b
7419,f,w,b,p
7420,f,c,n,b
7421,f,c,n,b
7422,f,c,n,b
7423,f,c,b,w
7424,f,c,n,b
7425,f,c,n,b
7426,a,c,b,y
7427,f,c,n,b
7428,f,c,n,b
7429,f,c,n,b
7430,f,c,n,b
7431,f,c,n,b
7432,f,c,n,b
7433,a,c,b,n
7434,f,c,n,b
7435,f,w,b,p
7436,f,c,n,b
7437,f,c,n,b
7438,a,c,b,n
7439,f,c,n,b
7440,f,w,b,p
7441,a,c,b,n
7442,f,c,n,b
7443,f,c,n,b
7444,f,c,b,w
7445,f,w,b,g
7446,f,w,b,w
7447,a,c,b,n
7448,f,c,n,b
7449,f,c,n,b
7450,f,c,b,w
7451,f,w,b,p
7452,f,c,n,b
7453,f,c,n,b
7454,f,c,n,b
7455,f,c,n,b
7456,a,c,b,y
7457,f,c,n,b
7458,f,c,n,b
7459,f,c,n,b
7460,a,c,b,n
7461,f,w,b,g
7462,f,c,n,b
7463,f,c,n,b
7464,f,w,b,w
7465,f,c,n,b
7466,f,c,n,b
7467,f,c,n,b
7468,a,c,b,o
7469,f,w,b,g
7470,a,c,b,w
7471,f,c,n,b
7472,f,c,n,b
7473,f,c,n,b
7474,f,c,n,b
7475,f,c,n,b
7476,f,c,n,b
7477,f,c,n,b
7478,f,c,n,b
7479,f,c,n,b
7480,f,w,b,w
7481,a,c,b,y
7482,f,c,b,w
7483,f,c,n,b
7484,f,w,n,y
7485,f,c,n,b
7486,a,c,b,y
7487,f,w,b,p
7488,f,c,n,b
7489,f,c,n,b
7490,f,c,n,b
7491,a,c,b,n
7492,f,c,n,b
7493,f,c,n,b
7494,f,c,n,b
7495,f,c,n,b
7496,f,c,n,b
7497,f,c,n,b
7498,f,c,n,b
7499,f,w,b,p
7500,f,w,b,g
7501,f,w,b,w
7502,f,c,n,b
7503,f,c,n,b
7504,f,c,n,b
7505,f,c,n,b
7506,f,c,n,b
7507,f,c,n,b
7508,f,c,n,b
7509,f,c,n,b
7510,f,c,n,b
7511,a,c,b,o
7512,f,c,n,b
7513,f,c,n,b
7514,f,w,b,g
7515,f,w,b,p
7516,f,c,n,b
7517,a,c,b,n
7518,f,c,n,b
7519,f,c,n,b
7520,f,c,n,b
7521,f,c,n,b
7522,f,c,n,b
7523,a,c,b,y
7524,a,c,b,o
7525,f,w,b,g
7526,f,c,n,b
7527,a,c,b,n
7528,f,c,n,b
7529,f,w,b,g
7530,f,w,b,p
7531,f,c,n,b
7532,a,c,b,n
7533,f,w,b,p
7534,f,c,b,w
7535,f,w,b,g
7536,f,w,b,g
7537,f,c,b,y
7538,a,c,b,y
7539,f,c,n,b
7540,f,c,n,b
7541,f,w,b,p
7542,f,w,b,g
7543,f,w,b,p
7544,a,c,b,n
7545,f,c,n,b
7546,f,c,n,b
7547,f,c,n,b
7548,a,c,b,y
7549,f,c,b,w
7550,f,c,n,b
7551,f,w,b,g
7552,f,c,n,b
7553,f,w,b,p
7554,f,c,n,b
7555,f,c,n,b
7556,a,c,b,y
7557,f,c,n,b
7558,f,c,n,b
7559,a,c,b,n
7560,f,w,b,g
7561,f,w,b,w
7562,a,c,b,n
7563,f,c,n,b
7564,f,c,n,b
7565,f,w,b,g
7566,f,c,n,b
7567,f,w,b,w
7568,f,c,n,b
7569,f,c,n,b
7570,f,c,n,b
7571,f,c,b,w
7572,f,c,n,b
7573,f,c,n,b
7574,f,w,b,g
7575,f,c,n,b
7576,f,c,n,b
7577,f,w,b,w
7578,f,c,n,b
7579,f,c,n,b
7580,f,c,n,b
7581,f,c,n,b
7582,f,w,b,g
7583,f,c,n,b
7584,f,c,n,b
7585,f,w,b,g
7586,f,w,b,g
7587,f,w,b,w
7588,f,c,n,b
7589,f,c,n,b
7590,f,c,n,b
7591,f,w,b,w
7592,f,c,n,b
7593,f,c,n,b
7594,f,w,b,p
7595,f,c,n,b
7596,f,c,n,b
7597,f,c,n,b
7598,f,c,b,w
7599,f,c,n,b
7600,f,c,n,b
7601,f,w,n,w
7602,f,c,n,b
7603,f,c,b,w
7604,f,c,n,b
7605,f,w,b,p
7606,f,c,n,b
7607,f,c,n,b
7608,f,c,n,b
7609,f,c,n,b
7610,f,w,b,p
7611,f,w,b,g
7612,f,c,n,b
7613,a,c,b,y
7614,f,c,n,b
7615,f,c,n,b
7616,f,w,b,g
7617,f,c,n,b
7618,a,c,b,n
7619,f,c,n,b
7620,f,c,n,b
7621,f,c,n,b
7622,f,c,n,b
7623,f,w,b,g
7624,f,w,b,g
7625,f,c,n,b
7626,f,c,n,b
7627,f,w,b,p
7628,a,c,b,o
7629,f,c,n,b
7630,f,c,n,b
7631,a,c,b,o
7632,f,w,b,w
7633,f,w,b,w
7634,f,c,n,b
7635,f,c,n,b
7636,f,c,b,y
7637,a,c,b,y
7638,f,c,n,b
7639,f,c,n,b
7640,f,c,n,b
7641,f,w,b,p
7642,f,w,b,p
7643,f,w,b,g
7644,f,w,b,p
7645,f,w,b,w
7646,f,c,n,b
7647,f,c,n,b
7648,f,c,n,b
7649,f,c,n,b
7650,f,w,b,p
7651,f,w,b,w
7652,f,w,b,p
7653,a,c,b,n
7654,f,c,n,b
7655,f,c,n,b
7656,f,c,n,b
7657,f,c,n,b
7658,f,c,n,b
7659,a,c,b,y
7660,f,w,b,w
7661,f,c,n,b
7662,f,c,n,b
7663,f,w,b,w
7664,f,c,n,b
7665,a,c,b,o
7666,a,c,b,y
7667,f,c,n,b
7668,f,c,n,b
7669,f,c,n,b
7670,f,c,n,b
7671,f,c,n,b
7672,f,w,b,w
7673,f,c,n,b
7674,f,c,b,w
7675,a,c,b,n
7676,f,c,n,b
7677,f,c,n,b
7678,f,c,n,b
7679,f,w,b,g
7680,f,c,n,b
7681,f,w,b,p
7682,f,c,n,b
7683,f,w,b,p
7684,f,c,n,b
7685,f,c,n,b
7686,f,w,b,w
7687,f,c,n,b
7688,f,c,n,b
7689,a,c,b,o
7690,a,c,b,o
7691,f,c,n,b
7692,f,c,n,b
7693,a,c,b,y
7694,f,c,n,b
7695,f,c,n,b
7696,f,c,n,b
7697,f,c,n,b
7698,f,c,n,b
7699,f,w,b,w
7700,a,c,b,o
7701,f,c,n,b
7702,a,c,b,y
7703,f,c,b,w
7704,f,c,n,b
7705,f,c,b,w
7706,f,c,b,w
7707,f,w,n,w
7708,f,c,n,b
7709,f,c,n,b
