ID, spore print color, population, habitat, edible or poisonous, bruises, odor
4720,n,v,d,e,t,n
4721,h,y,g,p,f,f
4722,h,v,g,p,f,f
4723,w,v,l,p,f,f
4724,h,y,g,p,f,f
4725,h,y,d,p,f,f
4726,h,y,g,p,f,f
4727,h,v,p,p,f,f
4728,h,y,g,p,f,f
4729,h,y,d,p,f,f
4730,h,y,g,p,f,f
4731,h,v,p,p,f,f
4732,h,y,g,p,f,f
4733,n,y,d,e,t,n
4734,h,v,g,p,f,f
4735,k,y,d,e,t,n
4736,h,y,d,p,f,f
4737,h,y,p,p,f,f
4738,h,y,p,p,f,f
4739,h,y,p,p,f,f
4740,h,v,d,p,f,f
4741,h,v,d,p,f,f
4742,h,y,p,p,f,f
4743,h,y,g,p,f,f
4744,h,v,d,p,f,f
4745,h,y,p,p,f,f
4746,h,v,d,p,f,f
4747,h,y,d,p,f,f
4748,h,y,p,p,f,f
4749,h,v,d,p,f,f
4750,k,s,d,p,f,c
4751,h,v,d,p,f,f
4752,h,v,d,p,f,f
4753,h,y,g,p,f,f
4754,h,v,d,p,f,f
4755,h,v,p,p,f,f
4756,h,y,p,p,f,f
4757,h,v,d,p,f,f
4758,h,v,d,p,f,f
4759,h,v,g,p,f,f
4760,h,y,d,p,f,f
4761,h,y,d,p,f,f
4762,h,v,d,p,f,f
4763,h,y,d,p,f,f
4764,h,v,d,p,f,f
4765,h,y,g,p,f,f
4766,h,v,g,p,f,f
4767,h,y,d,p,f,f
4768,h,y,p,p,f,f
4769,h,v,g,p,f,f
4770,h,v,p,p,f,f
4771,h,v,d,p,f,f
4772,h,y,d,p,f,f
4773,h,v,p,p,f,f
4774,h,v,p,p,f,f
4775,h,v,d,p,f,f
4776,h,y,d,p,f,f
4777,h,v,p,p,f,f
4778,w,c,w,e,t,n
4779,h,v,d,p,f,f
4780,k,v,d,p,f,c
4781,h,y,g,p,f,f
4782,h,y,p,p,f,f
4783,h,y,g,p,f,f
4784,n,y,d,e,t,n
4785,h,v,d,p,f,f
4786,h,y,g,p,f,f
4787,h,v,g,p,f,f
4788,h,y,g,p,f,f
4789,n,v,d,e,t,n
4790,h,y,p,p,f,f
4791,h,v,p,p,f,f
4792,h,v,p,p,f,f
4793,h,y,d,p,f,f
4794,h,y,d,p,f,f
4795,h,v,g,p,f,f
4796,h,v,g,p,f,f
4797,h,y,g,p,f,f
4798,h,y,p,p,f,f
4799,h,y,g,p,f,f
4800,n,y,d,e,t,n
4801,h,s,g,p,t,f
4802,w,v,p,p,f,f
4803,h,v,g,p,t,f
4804,h,y,g,p,f,f
4805,h,v,g,p,f,f
4806,h,v,d,p,f,f
4807,w,c,w,e,t,n
4808,h,v,p,p,f,f
4809,h,v,g,p,f,f
4810,h,y,d,p,f,f
4811,h,y,d,p,f,f
4812,h,y,g,p,f,f
4813,w,c,w,e,t,n
4814,h,v,g,p,f,f
4815,w,v,d,p,f,n
4816,h,v,d,p,f,f
4817,h,v,p,p,f,f
4818,w,v,p,p,f,s
4819,h,v,d,p,f,f
4820,h,y,p,p,f,f
4821,h,v,g,p,t,f
4822,h,v,d,p,f,f
4823,h,y,g,p,f,f
4824,h,y,g,p,f,f
4825,w,c,w,e,t,n
4826,h,v,d,p,f,f
4827,w,v,d,p,f,n
4828,h,v,d,p,f,f
4829,h,s,u,p,t,f
4830,h,v,d,p,f,f
4831,h,v,g,p,f,f
4832,w,c,w,e,t,n
4833,h,v,p,p,f,f
4834,h,v,p,p,f,f
4835,w,v,l,e,f,n
4836,n,v,d,p,f,c
4837,h,y,g,p,f,f
4838,h,v,p,p,f,f
4839,h,y,d,p,f,f
4840,h,v,p,p,f,f
4841,r,v,g,p,t,n
4842,h,v,g,p,t,f
4843,n,y,d,e,t,n
4844,r,v,m,p,t,n
4845,w,c,w,e,t,n
4846,h,v,g,p,t,f
4847,w,c,w,e,t,n
4848,h,y,p,p,f,f
4849,h,v,u,p,t,f
4850,h,v,d,p,f,f
4851,h,v,d,p,f,f
4852,h,v,d,p,f,f
4853,h,y,p,p,f,f
4854,h,v,d,p,f,f
4855,h,y,d,p,f,f
4856,h,y,p,p,f,f
4857,h,y,p,p,f,f
4858,h,v,p,p,f,f
4859,w,c,w,e,t,n
4860,w,c,w,e,t,n
4861,w,c,w,e,t,n
4862,h,v,d,p,f,f
4863,n,v,d,e,t,n
4864,h,y,p,p,f,f
4865,h,y,g,p,f,f
4866,h,v,g,p,t,f
4867,h,v,p,p,f,f
4868,h,y,d,p,f,f
4869,h,v,g,p,f,f
4870,w,v,l,p,f,f
4871,h,v,p,p,f,f
4872,w,c,w,e,t,n
4873,k,v,d,e,t,n
4874,h,y,g,p,f,f
4875,h,v,p,p,f,f
4876,h,y,d,p,f,f
4877,n,v,d,e,t,n
4878,h,v,p,p,f,f
4879,h,y,p,p,f,f
4880,h,v,p,p,f,f
4881,h,y,d,p,f,f
4882,h,v,d,p,f,f
4883,r,v,m,p,t,n
4884,h,y,p,p,f,f
4885,w,v,d,p,f,f
4886,h,y,g,p,f,f
4887,h,v,g,p,f,f
4888,h,y,p,p,f,f
4889,w,c,w,e,t,n
4890,h,s,g,p,t,f
4891,h,y,g,p,f,f
4892,h,v,p,p,f,f
4893,h,v,g,p,f,f
4894,h,s,u,p,t,f
4895,k,v,d,p,f,c
4896,h,y,p,p,f,f
4897,h,y,g,p,f,f
4898,h,y,p,p,f,f
4899,h,y,d,e,f,n
4900,h,v,d,e,f,n
4901,h,v,d,p,f,f
4902,h,y,p,p,f,f
4903,h,y,g,p,f,f
4904,w,v,p,p,f,y
4905,w,v,l,p,f,y
4906,h,y,d,p,f,f
4907,h,v,g,p,f,f
4908,h,y,d,p,f,f
4909,h,y,g,p,f,f
4910,h,v,d,p,f,f
4911,h,y,p,p,f,f
4912,w,c,w,e,t,n
4913,h,y,p,p,f,f
4914,h,y,p,p,f,f
4915,h,s,g,p,t,f
4916,h,v,g,p,f,f
4917,h,y,d,p,f,f
4918,h,y,p,p,f,f
4919,h,v,u,p,t,f
4920,h,y,g,p,f,f
4921,h,v,g,p,f,f
4922,k,v,d,p,f,c
4923,h,y,p,p,f,f
4924,n,y,d,e,t,n
4925,h,y,g,p,f,f
4926,h,y,p,p,f,f
4927,w,c,w,e,t,n
4928,h,v,g,p,f,f
4929,h,v,d,p,f,f
4930,h,y,g,p,f,f
4931,w,v,l,e,f,n
4932,w,c,w,e,t,n
4933,h,v,p,p,f,f
4934,h,v,g,p,f,f
4935,h,v,g,p,t,f
4936,h,y,g,p,f,f
4937,h,v,p,p,f,f
4938,h,v,g,p,f,f
4939,w,v,p,p,f,s
4940,w,c,w,e,t,n
4941,h,y,d,p,f,f
4942,h,v,p,p,f,f
4943,h,y,p,p,f,f
4944,h,v,d,p,f,f
4945,h,v,g,p,f,f
4946,w,c,w,e,t,n
4947,w,v,d,p,f,n
4948,h,y,d,p,f,f
4949,h,y,d,p,f,f
4950,h,v,p,p,f,f
4951,h,v,u,p,t,f
4952,w,c,w,e,t,n
4953,h,s,u,p,t,f
4954,h,y,p,p,f,f
4955,h,v,p,p,f,f
4956,h,v,p,p,f,f
4957,h,y,g,p,f,f
4958,h,v,d,p,f,f
4959,h,v,u,p,t,f
4960,h,y,p,p,f,f
4961,h,y,d,p,f,f
4962,h,y,g,p,f,f
4963,h,y,d,p,f,f
4964,h,s,u,p,t,f
4965,w,c,w,e,t,n
4966,w,c,w,e,t,n
4967,w,c,w,e,t,n
4968,r,v,g,p,t,n
4969,h,v,p,p,f,f
4970,h,v,p,p,f,f
4971,h,v,g,p,f,f
4972,h,y,d,p,f,f
4973,h,y,p,p,f,f
4974,h,v,d,p,f,f
4975,h,y,d,p,f,f
4976,h,v,d,p,f,f
4977,h,v,g,p,f,f
4978,h,y,g,p,f,f
4979,h,v,d,p,f,f
4980,h,y,p,p,f,f
4981,h,v,g,p,f,f
4982,h,y,d,p,f,f
4983,h,v,p,p,f,f
4984,h,y,p,p,f,f
4985,h,y,d,e,f,n
4986,h,v,g,p,f,f
4987,w,v,l,p,f,y
4988,h,v,g,p,f,f
4989,h,y,p,p,f,f
4990,h,v,g,p,f,f
4991,h,v,d,p,f,f
4992,h,y,d,p,f,f
4993,h,v,p,p,f,f
4994,w,c,w,e,t,n
4995,h,y,p,p,f,f
4996,h,v,d,p,f,f
4997,w,c,w,e,t,n
4998,h,y,p,p,f,f
4999,h,v,d,p,f,f
5000,w,v,p,p,f,f
5001,h,v,d,p,f,f
5002,w,v,d,p,f,n
5003,r,v,g,p,t,n
5004,h,v,d,p,f,f
5005,h,y,d,p,f,f
5006,h,y,d,e,f,n
5007,h,v,g,p,f,f
5008,h,y,g,p,f,f
5009,h,y,g,p,f,f
5010,h,y,d,p,f,f
5011,w,c,w,e,t,n
5012,h,v,g,p,f,f
5013,h,v,g,p,f,f
5014,h,v,p,p,f,f
5015,h,v,p,p,f,f
5016,w,c,w,e,t,n
5017,h,y,d,p,f,f
5018,h,v,p,p,f,f
5019,h,v,d,p,f,f
5020,h,v,p,p,f,f
5021,h,v,u,p,t,f
5022,n,v,d,p,f,c
5023,h,y,d,p,f,f
5024,h,v,d,e,f,n
5025,h,y,d,p,f,f
5026,h,y,d,p,f,f
5027,h,v,g,p,f,f
5028,h,v,p,p,f,f
5029,h,s,u,p,t,f
5030,h,y,d,p,f,f
5031,h,y,p,p,f,f
5032,h,y,d,p,f,f
5033,h,v,d,p,f,f
5034,h,v,g,p,f,f
5035,h,y,d,p,f,f
5036,h,y,g,p,f,f
5037,h,y,p,p,f,f
5038,h,v,g,p,f,f
5039,h,y,d,p,f,f
5040,h,y,p,p,f,f
5041,h,v,p,p,f,f
5042,w,v,l,p,f,s
5043,h,y,p,p,f,f
5044,h,v,p,p,f,f
5045,h,v,g,p,t,f
5046,h,v,d,p,f,f
5047,h,y,p,p,f,f
5048,h,y,p,p,f,f
5049,h,v,d,p,f,f
5050,h,y,d,p,f,f
5051,h,v,d,p,f,f
5052,w,v,l,p,f,y
5053,w,c,w,e,t,n
5054,w,c,w,e,t,n
5055,h,y,d,p,f,f
5056,h,y,p,p,f,f
5057,h,y,g,p,f,f
5058,h,y,g,p,f,f
5059,h,s,u,p,t,f
5060,h,v,p,p,f,f
5061,h,s,u,p,t,f
5062,h,v,p,p,f,f
5063,h,y,p,p,f,f
5064,h,s,u,p,t,f
5065,h,s,g,p,t,f
5066,h,s,u,p,t,f
5067,h,y,d,p,f,f
5068,h,y,p,p,f,f
5069,h,v,g,p,f,f
5070,h,v,p,p,f,f
5071,h,y,d,e,f,n
5072,w,c,w,e,t,n
5073,h,v,g,p,f,f
5074,h,v,g,p,f,f
5075,w,v,l,p,f,y
5076,h,v,p,p,f,f
5077,h,y,p,p,f,f
5078,h,v,p,p,f,f
5079,h,y,d,p,f,f
5080,n,y,d,e,t,n
5081,h,y,g,p,f,f
5082,h,v,d,p,f,f
5083,h,v,p,p,f,f
5084,h,y,g,p,f,f
5085,h,y,p,p,f,f
5086,w,v,d,p,f,n
5087,h,y,g,p,f,f
5088,w,v,l,e,f,n
5089,h,v,p,p,f,f
5090,h,y,p,p,f,f
5091,h,v,d,p,f,f
5092,h,v,p,p,f,f
5093,h,v,g,p,f,f
5094,h,v,d,p,f,f
5095,h,y,d,p,f,f
5096,h,v,p,p,f,f
5097,h,y,d,p,f,f
5098,r,v,g,p,t,n
5099,w,c,w,e,t,n
5100,h,v,p,p,f,f
5101,h,v,g,p,f,f
5102,w,c,w,e,t,n
5103,h,y,d,p,f,f
5104,h,s,u,p,t,f
5105,w,v,p,p,f,s
5106,w,v,d,p,f,y
5107,w,v,p,p,f,y
5108,w,c,l,p,t,n
5109,h,v,u,p,t,f
5110,w,v,l,e,f,n
5111,h,y,g,p,f,f
5112,h,v,d,p,f,f
5113,h,y,p,p,f,f
5114,w,c,w,e,t,n
5115,h,v,g,p,t,f
5116,h,s,g,p,t,f
5117,w,v,p,p,f,y
5118,w,v,l,e,f,n
5119,h,s,u,p,t,f
5120,h,v,g,p,t,f
5121,h,v,u,p,t,f
5122,h,v,g,p,t,f
5123,w,v,l,e,f,n
5124,h,v,d,p,f,f
5125,h,v,g,p,t,f
5126,h,s,u,p,t,f
5127,w,c,l,p,t,n
5128,h,s,u,p,t,f
5129,w,c,l,p,t,n
5130,h,v,g,p,t,f
5131,h,s,u,p,t,f
5132,w,v,d,p,f,n
5133,w,v,d,p,f,s
5134,w,v,d,p,f,y
5135,w,c,w,e,t,n
5136,w,c,w,e,t,n
5137,h,v,g,p,t,f
5138,r,v,m,p,t,n
5139,h,y,p,p,f,f
5140,h,y,g,p,f,f
5141,r,v,g,p,t,n
5142,w,v,p,p,f,f
5143,w,v,p,p,f,y
5144,h,y,d,p,f,f
5145,w,c,w,e,t,n
5146,w,v,l,p,f,f
5147,h,y,g,p,f,f
5148,w,v,d,p,f,y
5149,w,v,l,e,f,n
5150,w,v,p,p,f,f
5151,w,c,w,e,t,n
5152,w,c,w,e,t,n
5153,h,y,p,p,f,f
5154,r,v,m,p,t,n
5155,w,v,d,p,f,n
5156,w,v,l,p,f,y
5157,h,s,g,p,t,f
5158,h,v,g,p,t,f
5159,h,y,p,p,f,f
5160,h,v,g,p,t,f
5161,w,v,l,p,f,f
5162,h,v,g,p,t,f
5163,w,v,d,p,f,n
5164,w,c,w,e,t,n
5165,h,s,g,p,t,f
5166,h,s,g,p,t,f
5167,w,c,w,e,t,n
5168,h,y,p,p,f,f
5169,w,v,d,p,f,n
5170,w,c,w,e,t,n
5171,h,y,g,p,f,f
5172,h,v,g,p,t,f
5173,h,s,g,p,t,f
5174,h,v,g,p,f,f
5175,h,v,d,p,f,f
5176,w,c,w,e,t,n
5177,w,c,w,e,t,n
5178,r,v,g,p,t,n
5179,w,v,l,e,f,n
5180,w,c,w,e,t,n
5181,h,v,u,p,t,f
5182,h,v,g,p,t,f
5183,h,y,d,p,f,f
5184,h,v,u,p,t,f
5185,h,s,g,p,t,f
5186,w,v,l,e,f,n
5187,w,v,d,p,f,y
5188,h,y,d,p,f,f
5189,h,v,d,e,f,n
5190,h,v,p,p,f,f
5191,r,v,g,p,t,n
5192,h,v,u,p,t,f
5193,w,v,d,p,f,s
5194,w,c,w,e,t,n
5195,w,v,l,p,f,f
5196,h,v,p,p,f,f
5197,h,s,u,p,t,f
5198,w,c,w,e,t,n
5199,h,v,p,p,f,f
5200,h,v,g,p,f,f
5201,h,y,d,p,f,f
5202,h,s,g,p,t,f
5203,w,v,p,p,f,f
5204,h,v,d,p,f,f
5205,h,v,d,p,f,f
5206,w,v,d,p,f,n
5207,w,c,w,e,t,n
5208,h,v,g,p,f,f
5209,w,v,l,p,f,y
5210,h,s,u,p,t,f
5211,w,c,w,e,t,n
5212,h,v,p,p,f,f
5213,w,v,d,p,f,y
5214,h,v,u,p,t,f
5215,h,v,g,p,t,f
5216,r,v,m,p,t,n
5217,w,c,w,e,t,n
5218,h,v,u,p,t,f
5219,w,v,d,p,f,y
5220,w,c,w,e,t,n
5221,h,y,d,p,f,f
5222,w,c,w,e,t,n
5223,h,s,u,p,t,f
5224,w,c,w,e,t,n
5225,w,v,d,p,f,n
5226,h,v,g,p,t,f
5227,w,v,p,p,f,f
5228,w,v,d,p,f,f
5229,h,s,u,p,t,f
5230,w,v,l,p,f,f
5231,w,c,w,e,t,n
5232,w,v,l,e,f,n
5233,h,v,g,p,f,f
5234,w,c,w,e,t,n
5235,h,y,p,p,f,f
5236,h,v,d,p,f,f
5237,h,v,u,p,t,f
5238,w,c,l,p,t,n
5239,w,v,l,e,f,n
5240,w,v,d,p,f,n
5241,h,s,g,p,t,f
5242,w,v,d,p,f,n
5243,h,v,d,p,f,f
5244,w,c,w,e,t,n
5245,h,v,p,p,f,f
5246,w,v,p,p,f,y
5247,h,y,d,p,f,f
5248,h,v,p,p,f,f
5249,r,v,g,p,t,n
5250,h,y,g,p,f,f
5251,h,v,g,p,t,f
5252,h,v,g,p,t,f
5253,w,c,w,e,t,n
5254,h,v,p,p,f,f
5255,h,s,g,p,t,f
5256,r,v,m,p,t,n
5257,h,v,g,p,t,f
5258,w,c,w,e,t,n
5259,h,s,u,p,t,f
5260,w,v,d,p,f,n
5261,h,v,g,p,t,f
5262,h,y,d,p,f,f
5263,w,v,d,p,f,n
5264,h,s,u,p,t,f
5265,w,c,w,e,t,n
5266,w,v,d,p,f,f
5267,w,v,d,p,f,y
5268,w,v,l,p,f,y
5269,h,v,u,p,t,f
5270,w,c,w,e,t,n
5271,h,y,g,p,f,f
5272,w,c,w,e,t,n
5273,h,s,u,p,t,f
5274,w,v,l,e,f,n
5275,w,v,l,p,f,s
5276,h,v,g,p,t,f
5277,h,v,u,p,t,f
5278,w,v,d,p,f,n
5279,r,v,m,p,t,n
5280,h,y,p,p,f,f
5281,w,c,w,e,t,n
5282,w,c,l,p,t,n
5283,h,v,u,p,t,f
5284,h,y,d,e,f,n
5285,h,v,d,e,f,n
5286,w,c,w,e,t,n
5287,h,v,g,p,t,f
5288,w,v,d,p,f,y
5289,h,y,p,p,f,f
5290,h,s,g,p,t,f
5291,h,s,g,p,t,f
5292,w,c,w,e,t,n
5293,w,v,d,p,f,y
5294,h,y,g,p,f,f
5295,h,y,d,p,f,f
5296,w,c,w,e,t,n
5297,h,s,g,p,t,f
5298,w,v,l,p,f,s
5299,h,s,g,p,t,f
5300,w,v,l,e,f,n
5301,h,v,g,p,t,f
5302,h,v,p,p,f,f
5303,h,y,d,e,f,n
5304,h,v,p,p,f,f
5305,w,v,l,p,f,f
5306,w,v,l,p,f,s
5307,w,c,w,e,t,n
5308,h,v,u,p,t,f
5309,w,c,w,e,t,n
5310,w,c,w,e,t,n
5311,w,v,p,p,f,f
5312,w,v,d,p,f,n
5313,w,v,p,p,f,s
5314,w,c,w,e,t,n
5315,h,v,g,p,t,f
5316,h,v,g,p,f,f
5317,w,c,w,e,t,n
5318,r,v,m,p,t,n
5319,w,v,l,e,f,n
5320,h,v,p,p,f,f
5321,h,s,g,p,t,f
5322,w,v,l,p,f,s
5323,h,s,u,p,t,f
5324,h,s,u,p,t,f
5325,w,v,p,p,f,f
5326,h,v,d,e,f,n
5327,w,v,l,p,f,s
5328,h,v,g,p,f,f
5329,w,v,l,p,f,y
5330,h,v,g,p,t,f
5331,h,v,d,p,f,f
5332,h,s,u,p,t,f
5333,w,v,d,p,f,n
5334,h,v,u,p,t,f
5335,h,v,u,p,t,f
5336,w,v,l,e,f,n
5337,h,v,u,p,t,f
5338,w,v,p,p,f,s
5339,r,v,g,p,t,n
5340,h,y,p,p,f,f
5341,w,c,w,e,t,n
5342,r,v,g,p,t,n
5343,w,v,d,p,f,n
5344,h,y,p,p,f,f
5345,w,v,l,e,f,n
5346,w,v,l,e,f,n
5347,w,v,l,p,f,y
5348,h,v,u,p,t,f
5349,h,s,u,p,t,f
5350,h,v,g,p,t,f
5351,h,s,g,p,t,f
5352,h,v,d,e,f,n
5353,h,y,d,p,f,f
5354,h,s,u,p,t,f
5355,w,v,p,p,f,f
5356,h,y,g,p,f,f
5357,h,v,u,p,t,f
5358,h,s,u,p,t,f
5359,h,y,p,p,f,f
5360,h,y,p,p,f,f
5361,w,v,d,p,f,f
5362,w,v,d,p,f,n
5363,w,c,w,e,t,n
5364,h,y,d,p,f,f
5365,h,s,u,p,t,f
5366,w,v,l,p,f,y
5367,h,v,d,p,f,f
5368,h,y,d,p,f,f
5369,h,s,u,p,t,f
5370,r,v,m,p,t,n
5371,h,y,g,p,f,f
5372,w,c,w,e,t,n
5373,h,s,g,p,t,f
5374,h,s,g,p,t,f
5375,h,s,g,p,t,f
5376,w,v,d,p,f,f
5377,r,v,m,p,t,n
5378,h,s,u,p,t,f
5379,w,c,w,e,t,n
5380,w,v,p,p,f,s
5381,h,v,p,p,f,f
5382,h,v,u,p,t,f
5383,w,c,w,e,t,n
5384,h,v,u,p,t,f
5385,w,v,l,e,f,n
5386,w,c,w,e,t,n
5387,w,v,l,e,f,n
5388,w,c,w,e,t,n
5389,h,v,u,p,t,f
5390,w,c,w,e,t,n
5391,w,c,w,e,t,n
5392,h,v,g,p,t,f
5393,w,c,w,e,t,n
5394,h,v,g,p,t,f
5395,w,v,d,p,f,n
5396,h,s,u,p,t,f
5397,h,v,g,p,f,f
5398,h,y,p,p,f,f
5399,w,v,d,p,f,n
5400,h,y,p,p,f,f
5401,h,v,p,p,f,f
5402,w,v,l,e,f,n
5403,w,v,d,p,f,y
5404,h,s,g,p,t,f
5405,w,v,p,p,f,f
5406,r,v,g,p,t,n
5407,h,y,d,p,f,f
5408,h,s,g,p,t,f
5409,h,v,p,p,f,f
5410,h,s,g,p,t,f
5411,h,s,u,p,t,f
5412,w,v,p,p,f,y
5413,h,v,p,p,f,f
5414,w,c,w,e,t,n
5415,h,v,g,p,f,f
5416,w,c,w,e,t,n
5417,w,c,w,e,t,n
5418,w,c,w,e,t,n
5419,h,v,u,p,t,f
5420,h,v,d,p,f,f
5421,w,c,w,e,t,n
5422,w,c,w,e,t,n
5423,h,v,d,p,f,f
5424,r,v,m,p,t,n
5425,h,s,u,p,t,f
5426,h,s,g,p,t,f
5427,h,s,g,p,t,f
5428,h,y,p,p,f,f
5429,h,s,g,p,t,f
5430,h,s,u,p,t,f
5431,h,y,d,e,f,n
5432,h,v,g,p,f,f
5433,w,v,d,p,f,f
5434,h,s,g,p,t,f
5435,w,v,l,e,f,n
5436,h,v,u,p,t,f
5437,h,y,d,e,f,n
5438,h,v,p,p,f,f
5439,h,v,g,p,f,f
5440,r,v,m,p,t,n
5441,w,v,d,p,f,y
5442,w,v,l,p,f,s
5443,h,v,p,p,f,f
5444,w,c,w,e,t,n
5445,h,s,g,p,t,f
5446,h,v,g,p,t,f
5447,w,v,p,p,f,y
5448,h,s,u,p,t,f
5449,w,v,p,p,f,y
5450,h,s,g,p,t,f
5451,h,v,u,p,t,f
5452,h,s,g,p,t,f
5453,h,v,p,p,f,f
5454,h,v,p,p,f,f
5455,h,y,g,p,f,f
5456,h,y,g,p,f,f
5457,h,s,u,p,t,f
5458,h,s,u,p,t,f
5459,h,s,u,p,t,f
5460,h,y,g,p,f,f
5461,h,s,g,p,t,f
5462,w,v,d,p,f,s
5463,h,s,g,p,t,f
5464,w,c,w,e,t,n
5465,r,v,m,p,t,n
5466,w,v,p,p,f,y
5467,w,c,w,e,t,n
5468,h,v,u,p,t,f
5469,h,v,u,p,t,f
5470,w,v,d,p,f,y
5471,h,s,g,p,t,f
5472,w,v,l,p,f,y
5473,r,v,g,p,t,n
5474,w,v,d,p,f,y
5475,h,v,p,p,f,f
5476,h,v,d,p,f,f
5477,h,v,g,p,f,f
5478,r,v,m,p,t,n
5479,h,s,g,p,t,f
5480,w,c,w,e,t,n
5481,h,v,g,p,t,f
5482,w,c,w,e,t,n
5483,h,s,u,p,t,f
5484,w,v,p,p,f,y
5485,h,v,d,p,f,f
5486,h,v,p,p,f,f
5487,h,y,p,p,f,f
5488,w,c,w,e,t,n
5489,h,v,p,p,f,f
5490,w,v,d,p,f,s
5491,h,v,g,p,t,f
5492,h,y,d,p,f,f
5493,w,c,w,e,t,n
5494,r,v,m,p,t,n
5495,r,v,m,p,t,n
5496,h,y,p,p,f,f
5497,h,v,g,p,f,f
5498,h,v,d,e,f,n
5499,h,s,g,p,t,f
5500,h,s,g,p,t,f
5501,h,s,u,p,t,f
5502,w,v,p,p,f,y
5503,w,c,w,e,t,n
5504,w,c,w,e,t,n
5505,w,c,w,e,t,n
5506,h,v,g,p,t,f
5507,h,y,g,p,f,f
5508,w,v,l,p,f,y
5509,w,c,l,p,t,n
5510,h,v,g,p,t,f
5511,h,s,g,p,t,f
5512,w,v,l,p,f,y
5513,h,s,g,p,t,f
5514,w,v,d,p,f,s
5515,w,c,w,e,t,n
5516,h,y,d,e,f,n
5517,h,y,g,p,f,f
5518,w,v,d,p,f,y
5519,h,y,d,p,f,f
5520,w,v,l,p,f,s
5521,h,v,u,p,t,f
5522,w,v,d,p,f,s
5523,w,v,l,e,f,n
5524,h,v,u,p,t,f
5525,h,y,p,p,f,f
5526,w,c,w,e,t,n
5527,r,v,m,p,t,n
5528,h,v,p,p,f,f
5529,h,v,d,e,f,n
5530,w,v,l,p,f,f
5531,w,v,p,p,f,y
5532,h,v,g,p,t,f
5533,h,v,d,p,f,f
5534,w,v,d,p,f,f
5535,w,c,w,e,t,n
5536,w,v,l,p,f,f
5537,w,c,w,e,t,n
5538,w,c,w,e,t,n
5539,w,c,w,e,t,n
5540,h,v,g,p,t,f
5541,w,c,w,e,t,n
5542,h,y,g,p,f,f
5543,h,y,d,p,f,f
5544,h,y,g,p,f,f
5545,w,c,w,e,t,n
5546,h,v,u,p,t,f
5547,w,v,l,e,f,n
5548,w,v,l,e,f,n
5549,r,v,m,p,t,n
5550,w,v,p,p,f,y
5551,h,s,u,p,t,f
5552,h,v,d,e,f,n
5553,h,s,g,p,t,f
5554,h,y,d,e,f,n
5555,w,v,p,p,f,y
5556,h,v,u,p,t,f
5557,w,c,w,e,t,n
5558,w,c,w,e,t,n
5559,w,v,p,p,f,s
5560,w,v,p,p,f,f
5561,h,v,g,p,t,f
5562,h,v,p,p,f,f
5563,w,c,w,e,t,n
5564,w,c,w,e,t,n
5565,h,v,u,p,t,f
5566,h,v,g,p,f,f
5567,r,v,m,p,t,n
5568,h,v,p,p,f,f
5569,h,v,g,p,t,f
5570,w,c,w,e,t,n
5571,w,c,w,e,t,n
5572,r,v,m,p,t,n
5573,h,v,d,p,f,f
5574,w,v,d,p,f,y
5575,h,s,g,p,t,f
5576,h,v,g,p,t,f
5577,w,v,p,p,f,s
5578,r,v,g,p,t,n
5579,w,v,l,e,f,n
5580,w,v,d,p,f,f
5581,h,s,u,p,t,f
5582,w,v,d,p,f,f
5583,w,v,l,e,f,n
5584,w,v,p,p,f,y
5585,h,s,u,p,t,f
5586,w,v,d,p,f,y
5587,h,y,d,e,f,n
5588,r,v,m,p,t,n
5589,w,c,w,e,t,n
5590,w,v,l,p,f,y
5591,w,v,p,p,f,f
5592,h,v,g,p,t,f
5593,h,v,p,p,f,f
5594,r,v,m,p,t,n
5595,w,v,p,p,f,s
5596,w,v,d,p,f,s
5597,w,c,w,e,t,n
5598,h,v,u,p,t,f
5599,w,v,l,e,f,n
5600,h,y,d,e,f,n
5601,w,v,l,p,f,y
5602,w,v,l,e,f,n
5603,w,v,d,p,f,f
5604,w,v,d,p,f,s
5605,w,c,w,e,t,n
5606,r,v,m,p,t,n
5607,w,v,l,p,f,f
5608,h,v,g,p,f,f
5609,w,v,l,e,f,n
5610,h,v,g,p,t,f
5611,r,v,g,p,t,n
5612,h,y,g,p,f,f
5613,w,c,w,e,t,n
5614,h,y,d,p,f,f
5615,w,v,l,p,f,s
5616,w,v,p,p,f,y
5617,h,v,g,p,f,f
5618,r,v,g,p,t,n
5619,h,v,u,p,t,f
5620,w,c,w,e,t,n
5621,w,v,l,e,f,n
5622,h,v,u,p,t,f
5623,w,c,w,e,t,n
5624,w,c,w,e,t,n
5625,w,c,w,e,t,n
5626,h,y,g,p,f,f
5627,h,v,g,p,t,f
5628,h,v,p,p,f,f
5629,w,c,w,e,t,n
5630,h,v,g,p,t,f
5631,w,v,l,e,f,n
5632,h,v,d,p,f,f
5633,h,v,d,p,f,f
5634,r,v,g,p,t,n
5635,w,v,p,p,f,y
5636,h,y,p,p,f,f
5637,h,v,p,p,f,f
5638,r,v,g,p,t,n
5639,w,c,w,e,t,n
5640,h,v,p,p,f,f
5641,w,c,w,e,t,n
5642,w,v,d,p,f,n
5643,h,y,p,p,f,f
5644,h,v,g,p,f,f
5645,w,v,p,p,f,y
5646,w,c,w,e,t,n
5647,h,v,u,p,t,f
5648,h,s,g,p,t,f
5649,h,y,d,p,f,f
5650,w,c,w,e,t,n
