"ID","spore_print_color","population","habitat","edible_or_poisonous","bruises","odor","cap_shape","cap_surface","cap_color","gill_attachment","gill_spacing","gill_size","gill_color","ring_number","ring_type","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","stalk_shape","veil_type","veil_color"
2501,"black","scattered","grasses","edible","FALSE","none","flat","smooth","white","free","crowded","broad","chocolate","1","evanescent","equal","fibrous","fibrous","white","white","tapering","partial","white"
2502,"brown","abundant","grasses","edible","FALSE","none","convex","fibrous","brown","free","crowded","broad","black","1","evanescent","equal","fibrous","smooth","white","white","tapering","partial","white"
2503,"black","several","woods","edible","TRUE","none","convex","fibrous","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2504,"brown","several","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2505,"brown","solitary","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2506,"brown","solitary","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2507,"brown","solitary","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","white","tapering","partial","white"
2508,"black","solitary","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2509,"black","several","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2510,"black","several","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2511,"brown","solitary","woods","edible","TRUE","none","flat","fibrous","red","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2512,"brown","several","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","white","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2513,"brown","scattered","woods","poisonous","FALSE","creosote","convex","smooth","white","free","crowded","narrow","pink","1","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
2514,"black","solitary","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2515,"brown","solitary","woods","edible","TRUE","none","flat","fibrous","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2516,"black","several","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2517,"black","several","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2518,"black","solitary","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","white","1","pendant","bulbous","smooth","smooth","gray","pink","tapering","partial","white"
2519,"brown","scattered","grasses","edible","FALSE","none","flat","smooth","white","free","crowded","broad","brown","1","evanescent","equal","fibrous","smooth","white","white","tapering","partial","white"
2520,"brown","solitary","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2521,"black","several","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2522,"brown","several","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2523,"black","several","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2524,"black","solitary","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","gray","white","tapering","partial","white"
2525,"brown","solitary","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2526,"black","several","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2527,"brown","solitary","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","white","tapering","partial","white"
2528,"black","solitary","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2529,"black","several","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2530,"brown","solitary","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","white","tapering","partial","white"
2531,"brown","several","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2532,"black","solitary","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","white","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2533,"black","solitary","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2534,"chocolate","solitary","paths","poisonous","FALSE","foul","convex","fibrous","gray","free","close","broad","gray","1","large","bulbous","silky","silky","brown","buff","enlarging","partial","white"
2535,"black","several","woods","edible","TRUE","none","flat","fibrous","gray","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2536,"black","several","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","gray","gray","tapering","partial","white"
2537,"chocolate","several","woods","poisonous","FALSE","foul","convex","fibrous","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","pink","buff","enlarging","partial","white"
2538,"black","several","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2539,"black","several","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2540,"chocolate","solitary","woods","poisonous","FALSE","foul","convex","fibrous","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","buff","brown","enlarging","partial","white"
2541,"brown","scattered","woods","poisonous","FALSE","creosote","convex","fibrous","pink","free","crowded","narrow","brown","1","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
2542,"black","several","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2543,"brown","solitary","woods","edible","TRUE","none","flat","fibrous","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2544,"brown","several","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2545,"black","solitary","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2546,"brown","several","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2547,"brown","solitary","woods","edible","TRUE","none","flat","fibrous","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","gray","gray","tapering","partial","white"
2548,"brown","solitary","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2549,"black","several","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","gray","pink","tapering","partial","white"
2550,"black","solitary","woods","edible","TRUE","none","convex","fibrous","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
