ID, stalk root, stalk surface above ring, stalk surface below ring, stalk color above ring, stalk color below ring, stalk shape
4714,b,k,k,p,n,e
4715,b,k,k,p,p,e
4716,b,k,k,p,p,e
4717,b,k,k,p,n,e
4718,?,s,f,w,w,e
4719,b,k,k,b,b,e
4720,b,s,s,g,w,t
4721,b,k,k,n,p,e
4722,b,k,k,p,p,e
4723,?,k,s,p,p,t
4724,b,k,k,b,b,e
4725,b,k,k,b,p,e
4726,b,k,k,p,p,e
4727,b,k,k,b,b,e
4728,b,k,k,b,b,e
4729,b,k,k,b,p,e
4730,b,k,k,n,n,e
4731,b,k,k,n,p,e
4732,b,k,k,p,b,e
4733,b,s,s,p,w,t
4734,b,k,k,n,p,e
4735,b,s,s,w,w,t
4736,b,k,k,b,n,e
4737,b,k,k,p,b,e
4738,b,k,k,p,n,e
4739,b,k,k,p,b,e
4740,b,k,k,n,b,e
4741,b,k,k,p,b,e
4742,b,k,k,n,b,e
4743,b,k,k,p,n,e
4744,b,k,k,b,p,e
4745,b,k,k,p,n,e
4746,b,k,k,n,p,e
4747,b,k,k,b,p,e
4748,b,k,k,p,b,e
4749,b,k,k,b,p,e
4750,b,s,s,w,w,e
4751,b,k,k,p,b,e
4752,b,k,k,n,p,e
4753,b,k,k,b,p,e
4754,b,k,k,p,b,e
4755,b,k,k,n,b,e
4756,b,k,k,b,p,e
4757,b,k,k,p,n,e
4758,b,k,k,b,b,e
4759,b,k,k,p,b,e
4760,b,k,k,p,n,e
4761,b,k,k,p,b,e
4762,b,k,k,p,n,e
4763,b,k,k,b,b,e
4764,b,k,k,b,p,e
4765,b,k,k,b,p,e
4766,b,k,k,n,b,e
4767,b,k,k,n,b,e
4768,b,k,k,p,b,e
4769,b,k,k,b,b,e
4770,b,k,k,n,n,e
4771,b,k,k,n,p,e
4772,b,k,k,p,n,e
4773,b,k,k,n,b,e
4774,b,k,k,n,p,e
4775,b,k,k,p,n,e
4776,b,k,k,n,n,e
4777,b,k,k,b,p,e
4778,?,s,s,w,w,e
4779,b,k,k,n,p,e
4780,b,s,s,w,w,e
4781,b,k,k,p,p,e
4782,b,k,k,b,p,e
4783,b,k,k,n,b,e
4784,b,s,s,p,p,t
4785,b,k,k,b,n,e
4786,b,k,k,b,p,e
4787,b,k,k,n,p,e
4788,b,k,k,b,p,e
4789,b,s,s,p,w,t
4790,b,k,k,b,b,e
4791,b,k,k,p,b,e
4792,b,k,k,p,n,e
4793,b,k,k,p,n,e
4794,b,k,k,n,p,e
4795,b,k,k,p,p,e
4796,b,k,k,b,p,e
4797,b,k,k,b,n,e
4798,b,k,k,n,n,e
4799,b,k,k,n,n,e
4800,b,s,s,w,w,t
4801,b,f,s,w,w,t
4802,?,s,k,p,w,t
4803,b,s,f,w,w,t
4804,b,k,k,b,n,e
4805,b,k,k,p,p,e
4806,b,k,k,b,p,e
4807,?,s,s,w,e,e
4808,b,k,k,n,n,e
4809,b,k,k,n,n,e
4810,b,k,k,b,b,e
4811,b,k,k,p,b,e
4812,b,k,k,n,b,e
4813,?,s,s,e,e,e
4814,b,k,k,p,n,e
4815,?,k,y,w,n,e
4816,b,k,k,b,p,e
4817,b,k,k,n,b,e
4818,?,s,k,w,p,t
4819,b,k,k,p,p,e
4820,b,k,k,b,b,e
4821,b,f,f,w,w,t
4822,b,k,k,b,n,e
4823,b,k,k,p,n,e
4824,b,k,k,n,p,e
4825,?,s,s,e,e,e
4826,b,k,k,n,p,e
4827,?,k,y,w,n,e
4828,b,k,k,n,n,e
4829,b,f,f,w,w,t
4830,b,k,k,p,p,e
4831,b,k,k,p,b,e
4832,?,s,s,w,w,e
4833,b,k,k,b,p,e
4834,b,k,k,p,n,e
4835,b,f,s,w,n,e
4836,b,s,s,w,w,e
4837,b,k,k,b,n,e
4838,b,k,k,n,b,e
4839,b,k,k,b,n,e
4840,b,k,k,n,b,e
4841,b,s,s,w,w,e
4842,b,f,f,w,w,t
4843,b,s,s,w,p,t
4844,b,s,s,w,w,e
4845,?,s,s,e,e,e
4846,b,f,f,w,w,t
4847,?,s,s,w,w,e
4848,b,k,k,n,b,e
4849,b,f,s,w,w,t
4850,b,k,k,n,n,e
4851,b,k,k,b,n,e
4852,b,k,k,n,b,e
4853,b,k,k,n,p,e
4854,b,k,k,p,b,e
4855,b,k,k,p,n,e
4856,b,k,k,b,n,e
4857,b,k,k,b,b,e
4858,b,k,k,n,n,e
4859,?,s,s,e,w,e
4860,?,s,s,e,w,e
4861,?,s,s,e,w,e
4862,b,k,k,b,b,e
4863,b,s,s,p,p,t
4864,b,k,k,n,n,e
4865,b,k,k,p,p,e
4866,b,f,f,w,w,t
4867,b,k,k,p,p,e
4868,b,k,k,p,b,e
4869,b,k,k,n,p,e
4870,?,k,k,w,w,t
4871,b,k,k,b,n,e
4872,?,s,s,w,w,e
4873,b,s,s,g,p,t
4874,b,k,k,p,b,e
4875,b,k,k,p,p,e
4876,b,k,k,n,n,e
4877,b,s,s,p,w,t
4878,b,k,k,p,b,e
4879,b,k,k,b,b,e
4880,b,k,k,p,n,e
4881,b,k,k,n,b,e
4882,b,k,k,b,b,e
4883,b,s,s,w,w,e
4884,b,k,k,p,p,e
4885,?,k,s,p,w,t
4886,b,k,k,p,p,e
4887,b,k,k,n,n,e
4888,b,k,k,n,n,e
4889,?,s,s,e,e,e
4890,b,s,s,w,w,t
4891,b,k,k,n,p,e
4892,b,k,k,b,b,e
4893,b,k,k,n,p,e
4894,b,f,s,w,w,t
4895,b,s,s,w,w,e
4896,b,k,k,n,n,e
4897,b,k,k,b,p,e
4898,b,k,k,n,n,e
4899,?,s,f,w,w,e
4900,?,s,f,w,w,e
4901,b,k,k,n,b,e
4902,b,k,k,b,n,e
4903,b,k,k,n,p,e
4904,?,k,k,p,w,t
4905,?,k,k,p,w,t
4906,b,k,k,b,b,e
4907,b,k,k,n,b,e
4908,b,k,k,b,n,e
4909,b,k,k,n,b,e
4910,b,k,k,p,p,e
4911,b,k,k,n,b,e
4912,?,s,s,w,e,e
4913,b,k,k,b,n,e
4914,b,k,k,p,p,e
4915,b,f,s,w,w,t
4916,b,k,k,b,p,e
4917,b,k,k,n,n,e
4918,b,k,k,n,b,e
4919,b,f,f,w,w,t
4920,b,k,k,p,p,e
4921,b,k,k,p,n,e
4922,b,s,s,w,w,e
4923,b,k,k,b,b,e
4924,b,s,s,p,w,t
4925,b,k,k,p,p,e
4926,b,k,k,n,p,e
4927,?,s,s,w,w,e
4928,b,k,k,b,p,e
4929,b,k,k,p,p,e
4930,b,k,k,b,b,e
4931,b,s,f,w,n,e
4932,?,s,s,e,e,e
4933,b,k,k,p,n,e
4934,b,k,k,p,b,e
4935,b,f,f,w,w,t
4936,b,k,k,p,b,e
4937,b,k,k,b,n,e
4938,b,k,k,n,b,e
4939,?,s,k,w,w,t
4940,?,s,s,e,w,e
4941,b,k,k,b,p,e
4942,b,k,k,b,p,e
4943,b,k,k,b,b,e
4944,b,k,k,b,n,e
4945,b,k,k,n,n,e
4946,?,s,s,e,e,e
4947,?,k,y,w,n,e
4948,b,k,k,n,n,e
4949,b,k,k,n,p,e
4950,b,k,k,n,b,e
4951,b,f,f,w,w,t
4952,?,s,s,w,w,e
4953,b,f,f,w,w,t
4954,b,k,k,b,n,e
4955,b,k,k,b,b,e
4956,b,k,k,n,n,e
4957,b,k,k,n,b,e
4958,b,k,k,n,n,e
4959,b,s,s,w,w,t
4960,b,k,k,p,p,e
4961,b,k,k,p,n,e
4962,b,k,k,b,b,e
4963,b,k,k,p,p,e
4964,b,s,f,w,w,t
4965,?,s,s,w,e,e
4966,?,s,s,e,e,e
4967,?,s,s,w,w,e
4968,b,s,s,w,w,e
4969,b,k,k,p,p,e
4970,b,k,k,b,b,e
4971,b,k,k,b,p,e
4972,b,k,k,p,p,e
4973,b,k,k,b,n,e
4974,b,k,k,n,b,e
4975,b,k,k,b,p,e
4976,b,k,k,b,b,e
4977,b,k,k,b,b,e
4978,b,k,k,p,n,e
4979,b,k,k,p,b,e
4980,b,k,k,b,n,e
4981,b,k,k,p,n,e
4982,b,k,k,b,p,e
4983,b,k,k,n,p,e
4984,b,k,k,n,n,e
4985,?,s,f,w,w,e
4986,b,k,k,b,b,e
4987,?,s,s,w,p,t
4988,b,k,k,p,n,e
4989,b,k,k,n,n,e
4990,b,k,k,n,n,e
4991,b,k,k,b,b,e
4992,b,k,k,n,p,e
4993,b,k,k,n,p,e
4994,?,s,s,w,w,e
4995,b,k,k,p,p,e
4996,b,k,k,n,p,e
4997,?,s,s,w,e,e
4998,b,k,k,b,n,e
4999,b,k,k,p,b,e
5000,?,k,k,p,p,t
5001,b,k,k,n,n,e
5002,?,k,y,w,n,e
5003,b,s,s,w,w,e
5004,b,k,k,n,b,e
5005,b,k,k,n,b,e
5006,?,s,f,w,w,e
5007,b,k,k,n,n,e
5008,b,k,k,b,p,e
5009,b,k,k,n,p,e
5010,b,k,k,b,p,e
5011,?,s,s,e,w,e
5012,b,k,k,p,p,e
5013,b,k,k,b,n,e
5014,b,k,k,b,b,e
5015,b,k,k,b,n,e
5016,?,s,s,w,e,e
5017,b,k,k,p,b,e
5018,b,k,k,b,b,e
5019,b,k,k,n,n,e
5020,b,k,k,n,p,e
5021,b,s,f,w,w,t
5022,b,s,s,w,w,e
5023,b,k,k,p,b,e
5024,?,s,f,w,w,e
5025,b,k,k,p,p,e
5026,b,k,k,n,p,e
5027,b,k,k,n,p,e
5028,b,k,k,n,b,e
5029,b,f,s,w,w,t
5030,b,k,k,p,n,e
5031,b,k,k,p,n,e
5032,b,k,k,b,n,e
5033,b,k,k,p,b,e
5034,b,k,k,n,b,e
5035,b,k,k,n,b,e
5036,b,k,k,p,p,e
5037,b,k,k,p,n,e
5038,b,k,k,n,n,e
5039,b,k,k,b,n,e
5040,b,k,k,b,p,e
5041,b,k,k,p,p,e
5042,?,k,k,w,w,t
5043,b,k,k,p,b,e
5044,b,k,k,b,p,e
5045,b,f,s,w,w,t
5046,b,k,k,n,p,e
5047,b,k,k,b,p,e
5048,b,k,k,n,n,e
5049,b,k,k,b,n,e
5050,b,k,k,n,p,e
5051,b,k,k,b,b,e
5052,?,k,k,w,w,t
5053,?,s,s,e,w,e
5054,?,s,s,e,w,e
5055,b,k,k,p,p,e
5056,b,k,k,b,p,e
5057,b,k,k,n,b,e
5058,b,k,k,b,p,e
5059,b,s,f,w,w,t
5060,b,k,k,b,p,e
5061,b,f,f,w,w,t
5062,b,k,k,b,n,e
5063,b,k,k,b,p,e
5064,b,s,f,w,w,t
5065,b,f,f,w,w,t
5066,b,f,s,w,w,t
5067,b,k,k,n,b,e
5068,b,k,k,p,b,e
5069,b,k,k,b,n,e
5070,b,k,k,n,b,e
5071,?,s,f,w,w,e
5072,?,s,s,w,w,e
5073,b,k,k,p,p,e
5074,b,k,k,n,b,e
5075,?,k,s,p,w,t
5076,b,k,k,p,b,e
5077,b,k,k,n,p,e
5078,b,k,k,b,n,e
5079,b,k,k,b,p,e
5080,b,s,s,g,w,t
5081,b,k,k,n,b,e
5082,b,k,k,n,b,e
5083,b,k,k,b,p,e
5084,b,k,k,p,p,e
5085,b,k,k,p,b,e
5086,?,k,y,w,n,e
5087,b,k,k,n,b,e
5088,b,f,s,w,n,e
5089,b,k,k,n,n,e
5090,b,k,k,n,p,e
5091,b,k,k,b,b,e
5092,b,k,k,p,b,e
5093,b,k,k,p,p,e
5094,b,k,k,p,n,e
5095,b,k,k,n,n,e
5096,b,k,k,n,n,e
5097,b,k,k,n,b,e
5098,b,s,s,w,w,e
5099,?,s,s,w,w,e
5100,b,k,k,b,b,e
5101,b,k,k,p,p,e
5102,?,s,s,w,e,e
5103,b,k,k,n,n,e
5104,b,s,s,w,w,t
5105,?,k,k,w,w,t
5106,?,s,k,w,w,t
5107,?,k,k,w,w,t
5108,b,s,s,w,w,e
5109,b,f,s,w,w,t
5110,b,f,s,w,n,e
5111,b,k,k,p,b,e
5112,b,k,k,b,p,e
5113,b,k,k,b,p,e
5114,?,s,s,w,e,e
5115,b,f,s,w,w,t
5116,b,s,f,w,w,t
5117,?,k,s,p,p,t
5118,b,s,f,w,n,e
5119,b,s,f,w,w,t
5120,b,s,f,w,w,t
5121,b,s,f,w,w,t
5122,b,s,s,w,w,t
5123,b,f,s,w,n,e
5124,b,k,k,n,n,e
5125,b,f,f,w,w,t
5126,b,s,s,w,w,t
5127,b,s,s,w,w,e
5128,b,s,f,w,w,t
5129,b,s,s,w,w,e
5130,b,s,s,w,w,t
5131,b,f,f,w,w,t
5132,?,k,y,w,y,e
5133,?,s,s,w,p,t
5134,?,k,s,p,p,t
5135,?,s,s,e,w,e
5136,?,s,s,e,e,e
5137,b,s,s,w,w,t
5138,b,s,s,w,w,e
5139,b,k,k,b,b,e
5140,b,k,k,p,n,e
5141,b,s,s,w,w,e
5142,?,k,s,p,p,t
5143,?,k,k,p,p,t
5144,b,k,k,b,b,e
5145,?,s,s,e,w,e
5146,?,k,k,p,p,t
5147,b,k,k,p,b,e
5148,?,k,s,w,w,t
5149,b,s,f,w,n,e
5150,?,s,k,w,p,t
5151,?,s,s,e,e,e
5152,?,s,s,w,e,e
5153,b,k,k,p,b,e
5154,b,s,s,w,w,e
5155,?,k,y,w,y,e
5156,?,s,k,w,w,t
5157,b,s,s,w,w,t
5158,b,f,s,w,w,t
5159,b,k,k,p,n,e
5160,b,s,f,w,w,t
5161,?,s,k,w,w,t
5162,b,f,s,w,w,t
5163,?,k,y,w,y,e
5164,?,s,s,w,w,e
5165,b,f,f,w,w,t
5166,b,f,s,w,w,t
5167,?,s,s,e,e,e
5168,b,k,k,n,p,e
5169,?,k,y,w,n,e
5170,?,s,s,e,w,e
5171,b,k,k,p,p,e
5172,b,f,s,w,w,t
5173,b,f,s,w,w,t
5174,b,k,k,b,p,e
5175,b,k,k,p,b,e
5176,?,s,s,w,w,e
5177,?,s,s,e,e,e
5178,b,s,s,w,w,e
5179,b,f,f,w,n,e
5180,?,s,s,e,w,e
5181,b,f,s,w,w,t
5182,b,f,s,w,w,t
5183,b,k,k,b,p,e
5184,b,f,s,w,w,t
5185,b,s,s,w,w,t
5186,b,s,f,w,n,e
5187,?,k,s,w,w,t
5188,b,k,k,n,p,e
5189,?,s,f,w,w,e
5190,b,k,k,b,p,e
5191,b,s,s,w,w,e
5192,b,f,s,w,w,t
5193,?,s,s,w,w,t
5194,?,s,s,e,w,e
5195,?,k,k,w,p,t
5196,b,k,k,n,b,e
5197,b,f,f,w,w,t
5198,?,s,s,w,e,e
5199,b,k,k,p,b,e
5200,b,k,k,n,n,e
5201,b,k,k,n,p,e
5202,b,s,f,w,w,t
5203,?,s,s,w,w,t
5204,b,k,k,p,p,e
5205,b,k,k,n,n,e
5206,?,k,y,w,n,e
5207,?,s,s,w,w,e
5208,b,k,k,p,n,e
5209,?,k,s,p,w,t
5210,b,f,f,w,w,t
5211,?,s,s,w,e,e
5212,b,k,k,p,p,e
5213,?,s,s,p,p,t
5214,b,s,s,w,w,t
5215,b,f,s,w,w,t
5216,b,s,s,w,w,e
5217,?,s,s,e,w,e
5218,b,s,s,w,w,t
5219,?,s,s,w,p,t
5220,?,s,s,e,w,e
5221,b,k,k,n,p,e
5222,?,s,s,e,e,e
5223,b,f,f,w,w,t
5224,?,s,s,w,e,e
5225,?,k,y,w,n,e
5226,b,f,f,w,w,t
5227,?,k,s,p,w,t
5228,?,k,k,w,w,t
5229,b,s,s,w,w,t
5230,?,s,s,w,p,t
5231,?,s,s,w,e,e
5232,b,f,f,w,n,e
5233,b,k,k,b,n,e
5234,?,s,s,e,w,e
5235,b,k,k,b,p,e
5236,b,k,k,n,b,e
5237,b,s,f,w,w,t
5238,b,s,s,w,w,e
5239,b,f,f,w,n,e
5240,?,k,y,w,y,e
5241,b,f,f,w,w,t
5242,?,k,y,w,y,e
5243,b,k,k,p,p,e
5244,?,s,s,w,e,e
5245,b,k,k,p,p,e
5246,?,s,s,w,w,t
5247,b,k,k,p,b,e
5248,b,k,k,p,p,e
5249,b,s,s,w,w,e
5250,b,k,k,p,b,e
5251,b,s,f,w,w,t
5252,b,s,s,w,w,t
5253,?,s,s,w,e,e
5254,b,k,k,b,n,e
5255,b,f,f,w,w,t
5256,b,s,s,w,w,e
5257,b,s,f,w,w,t
5258,?,s,s,w,e,e
5259,b,f,s,w,w,t
5260,?,k,y,w,y,e
5261,b,s,s,w,w,t
5262,b,k,k,p,n,e
5263,?,k,y,w,y,e
5264,b,s,f,w,w,t
5265,?,s,s,w,w,e
5266,?,s,s,p,p,t
5267,?,s,s,w,w,t
5268,?,s,s,w,w,t
5269,b,f,s,w,w,t
5270,?,s,s,e,e,e
5271,b,k,k,n,p,e
5272,?,s,s,w,e,e
5273,b,f,s,w,w,t
5274,b,s,s,w,n,e
5275,?,k,s,w,w,t
5276,b,f,s,w,w,t
5277,b,s,s,w,w,t
5278,?,k,y,w,y,e
5279,b,s,s,w,w,e
5280,b,k,k,n,b,e
5281,?,s,s,e,w,e
5282,b,s,s,w,w,e
5283,b,f,s,w,w,t
5284,?,s,f,w,w,e
5285,?,s,f,w,w,e
5286,?,s,s,w,e,e
5287,b,s,s,w,w,t
5288,?,s,k,p,w,t
5289,b,k,k,n,b,e
5290,b,s,s,w,w,t
5291,b,s,s,w,w,t
5292,?,s,s,e,w,e
5293,?,k,k,w,p,t
5294,b,k,k,b,b,e
5295,b,k,k,b,b,e
5296,?,s,s,e,w,e
5297,b,f,f,w,w,t
5298,?,s,s,p,w,t
5299,b,s,s,w,w,t
5300,b,s,s,w,n,e
5301,b,f,s,w,w,t
5302,b,k,k,n,p,e
5303,?,s,f,w,w,e
5304,b,k,k,p,b,e
5305,?,s,k,p,p,t
5306,?,s,s,w,w,t
5307,?,s,s,e,w,e
5308,b,s,f,w,w,t
5309,?,s,s,w,e,e
5310,?,s,s,w,w,e
5311,?,s,k,p,p,t
5312,?,k,y,w,y,e
5313,?,s,s,w,p,t
5314,?,s,s,w,e,e
5315,b,f,s,w,w,t
5316,b,k,k,p,b,e
5317,?,s,s,w,w,e
5318,b,s,s,w,w,e
5319,b,s,f,w,n,e
5320,b,k,k,n,p,e
5321,b,f,s,w,w,t
5322,?,s,s,w,p,t
5323,b,s,s,w,w,t
5324,b,s,f,w,w,t
5325,?,k,s,w,w,t
5326,?,s,f,w,w,e
5327,?,k,s,p,w,t
5328,b,k,k,n,b,e
5329,?,k,s,p,p,t
5330,b,s,s,w,w,t
5331,b,k,k,n,b,e
5332,b,s,f,w,w,t
5333,?,k,y,w,n,e
5334,b,s,f,w,w,t
5335,b,f,f,w,w,t
5336,b,f,s,w,n,e
5337,b,s,s,w,w,t
5338,?,k,k,w,p,t
5339,b,s,s,w,w,e
5340,b,k,k,p,b,e
5341,?,s,s,e,e,e
5342,b,s,s,w,w,e
5343,?,k,y,w,n,e
5344,b,k,k,p,b,e
5345,b,f,f,w,n,e
5346,b,f,s,w,n,e
5347,?,s,k,w,p,t
5348,b,f,s,w,w,t
5349,b,f,f,w,w,t
5350,b,s,s,w,w,t
5351,b,f,f,w,w,t
5352,?,s,f,w,w,e
5353,b,k,k,b,b,e
5354,b,f,s,w,w,t
5355,?,s,s,p,p,t
5356,b,k,k,p,b,e
5357,b,f,f,w,w,t
5358,b,f,s,w,w,t
5359,b,k,k,p,p,e
5360,b,k,k,b,b,e
5361,?,s,s,p,w,t
5362,?,k,y,w,n,e
5363,?,s,s,e,e,e
5364,b,k,k,p,p,e
5365,b,s,f,w,w,t
5366,?,k,s,p,p,t
5367,b,k,k,n,b,e
5368,b,k,k,b,n,e
5369,b,s,s,w,w,t
5370,b,s,s,w,w,e
5371,b,k,k,p,n,e
5372,?,s,s,w,e,e
5373,b,s,s,w,w,t
5374,b,f,s,w,w,t
5375,b,f,f,w,w,t
5376,?,s,s,w,w,t
5377,b,s,s,w,w,e
5378,b,f,s,w,w,t
5379,?,s,s,w,w,e
5380,?,s,k,p,w,t
5381,b,k,k,n,b,e
5382,b,s,f,w,w,t
5383,?,s,s,e,w,e
5384,b,f,s,w,w,t
5385,b,f,f,w,n,e
5386,?,s,s,w,e,e
5387,b,f,f,w,n,e
5388,?,s,s,e,e,e
5389,b,s,s,w,w,t
5390,?,s,s,w,e,e
5391,?,s,s,w,e,e
5392,b,s,f,w,w,t
5393,?,s,s,e,w,e
5394,b,f,f,w,w,t
5395,?,k,y,w,y,e
5396,b,s,s,w,w,t
5397,b,k,k,n,p,e
5398,b,k,k,p,n,e
5399,?,k,y,w,y,e
5400,b,k,k,p,p,e
5401,b,k,k,b,b,e
5402,b,s,s,w,n,e
5403,?,k,k,p,w,t
5404,b,s,s,w,w,t
5405,?,k,k,w,w,t
5406,b,s,s,w,w,e
5407,b,k,k,p,p,e
5408,b,s,f,w,w,t
5409,b,k,k,n,b,e
5410,b,f,s,w,w,t
5411,b,s,s,w,w,t
5412,?,k,k,p,p,t
5413,b,k,k,p,n,e
5414,?,s,s,w,w,e
5415,b,k,k,n,b,e
5416,?,s,s,w,e,e
5417,?,s,s,e,w,e
5418,?,s,s,e,e,e
5419,b,f,s,w,w,t
5420,b,k,k,b,p,e
5421,?,s,s,e,w,e
5422,?,s,s,w,e,e
5423,b,k,k,b,n,e
5424,b,s,s,w,w,e
5425,b,s,f,w,w,t
5426,b,f,s,w,w,t
5427,b,s,s,w,w,t
5428,b,k,k,p,n,e
5429,b,s,s,w,w,t
5430,b,f,s,w,w,t
5431,?,s,f,w,w,e
5432,b,k,k,b,p,e
5433,?,s,k,w,w,t
5434,b,f,s,w,w,t
5435,b,f,s,w,n,e
5436,b,f,s,w,w,t
5437,?,s,f,w,w,e
5438,b,k,k,b,n,e
5439,b,k,k,p,p,e
5440,b,s,s,w,w,e
5441,?,k,k,p,w,t
5442,?,k,k,w,p,t
5443,b,k,k,p,n,e
5444,?,s,s,e,e,e
5445,b,f,f,w,w,t
5446,b,s,f,w,w,t
5447,?,k,s,w,w,t
5448,b,f,s,w,w,t
5449,?,k,s,w,p,t
5450,b,f,f,w,w,t
5451,b,s,s,w,w,t
5452,b,s,f,w,w,t
5453,b,k,k,p,p,e
5454,b,k,k,n,n,e
5455,b,k,k,b,n,e
5456,b,k,k,n,p,e
5457,b,f,f,w,w,t
5458,b,f,f,w,w,t
5459,b,f,s,w,w,t
5460,b,k,k,p,n,e
5461,b,f,f,w,w,t
5462,?,s,k,w,p,t
5463,b,s,s,w,w,t
5464,?,s,s,e,w,e
5465,b,s,s,w,w,e
5466,?,s,s,p,p,t
5467,?,s,s,w,e,e
5468,b,s,s,w,w,t
5469,b,s,s,w,w,t
5470,?,k,k,w,p,t
5471,b,f,s,w,w,t
5472,?,s,s,p,w,t
5473,b,s,s,w,w,e
5474,?,k,s,p,w,t
5475,b,k,k,n,n,e
5476,b,k,k,p,n,e
5477,b,k,k,n,b,e
5478,b,s,s,w,w,e
5479,b,f,f,w,w,t
5480,?,s,s,e,e,e
5481,b,f,s,w,w,t
5482,?,s,s,w,w,e
5483,b,s,f,w,w,t
5484,?,k,s,p,w,t
5485,b,k,k,n,n,e
5486,b,k,k,p,n,e
5487,b,k,k,p,p,e
5488,?,s,s,w,e,e
5489,b,k,k,p,b,e
5490,?,k,k,p,p,t
5491,b,f,f,w,w,t
5492,b,k,k,p,b,e
5493,?,s,s,e,w,e
5494,b,s,s,w,w,e
5495,b,s,s,w,w,e
5496,b,k,k,b,b,e
5497,b,k,k,p,b,e
5498,?,s,f,w,w,e
5499,b,s,f,w,w,t
5500,b,f,f,w,w,t
5501,b,f,s,w,w,t
5502,?,s,k,w,p,t
5503,?,s,s,e,e,e
5504,?,s,s,w,w,e
5505,?,s,s,w,e,e
5506,b,s,s,w,w,t
5507,b,k,k,p,p,e
5508,?,s,k,p,p,t
5509,b,s,s,w,w,e
5510,b,f,f,w,w,t
5511,b,s,f,w,w,t
5512,?,k,k,w,p,t
5513,b,s,s,w,w,t
5514,?,k,s,w,w,t
5515,?,s,s,e,w,e
5516,?,s,f,w,w,e
5517,b,k,k,b,p,e
5518,?,s,k,p,p,t
5519,b,k,k,p,n,e
5520,?,k,s,p,p,t
5521,b,s,f,w,w,t
5522,?,k,k,w,w,t
5523,b,s,f,w,n,e
5524,b,f,s,w,w,t
5525,b,k,k,n,p,e
5526,?,s,s,w,e,e
5527,b,s,s,w,w,e
5528,b,k,k,b,b,e
5529,?,s,f,w,w,e
5530,?,s,s,w,w,t
5531,?,k,k,w,p,t
5532,b,f,f,w,w,t
5533,b,k,k,n,n,e
5534,?,s,s,w,p,t
5535,?,s,s,w,e,e
5536,?,k,k,p,w,t
5537,?,s,s,w,e,e
5538,?,s,s,w,w,e
5539,?,s,s,w,e,e
5540,b,s,f,w,w,t
5541,?,s,s,w,w,e
5542,b,k,k,n,p,e
5543,b,k,k,n,n,e
5544,b,k,k,n,n,e
5545,?,s,s,w,w,e
5546,b,s,f,w,w,t
5547,b,s,s,w,n,e
5548,b,s,s,w,n,e
5549,b,s,s,w,w,e
5550,?,k,k,p,w,t
5551,b,s,f,w,w,t
5552,?,s,f,w,w,e
5553,b,f,f,w,w,t
5554,?,s,f,w,w,e
5555,?,s,k,w,w,t
5556,b,s,s,w,w,t
5557,?,s,s,e,w,e
5558,?,s,s,w,e,e
5559,?,s,s,p,p,t
5560,?,s,k,w,w,t
5561,b,s,s,w,w,t
5562,b,k,k,p,n,e
5563,?,s,s,w,w,e
5564,?,s,s,e,w,e
5565,b,s,f,w,w,t
5566,b,k,k,b,p,e
5567,b,s,s,w,w,e
5568,b,k,k,b,p,e
5569,b,s,f,w,w,t
5570,?,s,s,e,w,e
5571,?,s,s,w,e,e
5572,b,s,s,w,w,e
5573,b,k,k,b,b,e
5574,?,k,k,p,p,t
5575,b,s,f,w,w,t
5576,b,s,s,w,w,t
5577,?,k,s,w,p,t
5578,b,s,s,w,w,e
5579,b,s,s,w,n,e
5580,?,k,s,p,p,t
5581,b,s,s,w,w,t
5582,?,k,k,p,p,t
5583,b,f,s,w,n,e
5584,?,s,k,p,w,t
5585,b,s,s,w,w,t
5586,?,k,s,w,p,t
5587,?,s,f,w,w,e
5588,b,s,s,w,w,e
5589,?,s,s,e,w,e
5590,?,k,k,w,w,t
5591,?,k,k,w,p,t
5592,b,f,f,w,w,t
5593,b,k,k,p,b,e
5594,b,s,s,w,w,e
5595,?,k,k,p,p,t
5596,?,k,s,w,p,t
5597,?,s,s,e,w,e
5598,b,s,s,w,w,t
5599,b,s,f,w,n,e
5600,?,s,f,w,w,e
5601,?,k,k,p,w,t
5602,b,s,s,w,n,e
5603,?,k,s,w,p,t
5604,?,s,s,p,w,t
5605,?,s,s,e,w,e
5606,b,s,s,w,w,e
5607,?,k,s,w,p,t
5608,b,k,k,n,n,e
5609,b,s,f,w,n,e
5610,b,f,s,w,w,t
5611,b,s,s,w,w,e
5612,b,k,k,n,p,e
5613,?,s,s,w,e,e
5614,b,k,k,p,p,e
5615,?,k,s,w,p,t
5616,?,s,k,w,p,t
5617,b,k,k,p,n,e
5618,b,s,s,w,w,e
5619,b,s,f,w,w,t
5620,?,s,s,w,e,e
5621,b,s,f,w,n,e
5622,b,f,s,w,w,t
5623,?,s,s,e,w,e
5624,?,s,s,e,w,e
5625,?,s,s,e,e,e
5626,b,k,k,p,b,e
5627,b,f,s,w,w,t
5628,b,k,k,b,b,e
5629,?,s,s,w,e,e
5630,b,f,s,w,w,t
5631,b,s,s,w,n,e
5632,b,k,k,p,n,e
5633,b,k,k,b,n,e
5634,b,s,s,w,w,e
5635,?,k,s,w,p,t
5636,b,k,k,b,n,e
5637,b,k,k,n,p,e
5638,b,s,s,w,w,e
5639,?,s,s,w,e,e
5640,b,k,k,n,n,e
5641,?,s,s,w,e,e
5642,?,k,y,w,n,e
5643,b,k,k,p,n,e
